id	rxn_src	enz	protein_stoich
RXN-DUMPt_c_n_REV-SPONT	DUMPt_c_n	SPONT	zeroCost
RXN-DURIK1_c_FWD-SPONT	DURIK1_c		zeroCost
RXN-DURIt_c_e_FWD-YBL042C	DURIt_c_e	YBL042C	YBL042C:1
RXN-DUTPDP_c_FWD-YBR252W	DUTPDP_c	YBR252W	YBR252W:1
RXN-DUTPDP_c_FWD-YJR069C	DUTPDP_c	YJR069C	YJR069C:1
RXN-DXHPS_c_FWD-YHR068W	DXHPS_c	YHR068W	YHR068W:1
RXN-E4HGLUt_c_m_FWD-SPONT	E4HGLUt_c_m	SPONT	zeroCost
RXN-E4HGLUt_c_m_REV-SPONT	E4HGLUt_c_m	SPONT	zeroCost
RXN-E4HGLUt_c_x_FWD-SPONT	E4HGLUt_c_x	SPONT	zeroCost
RXN-E4HGLUt_c_x_REV-SPONT	E4HGLUt_c_x	SPONT	zeroCost
RXN-E4Pt_c_m_FWD-SPONT	E4Pt_c_m	SPONT	zeroCost
RXN-E4Pt_c_m_REV-SPONT	E4Pt_c_m	SPONT	zeroCost
RXN-EAR40y_m_FWD-YBR026C	EAR40y_m	YBR026C	YBR026C:1
RXN-EAR60y_m_FWD-YBR026C	EAR60y_m	YBR026C	YBR026C:1
RXN-EAR80y_m_FWD-YBR026C	EAR80y_m	YBR026C	YBR026C:1
RXN-ECOAH100_x_FWD-YKR009C	ECOAH100_x	YKR009C	YKR009C:1
RXN-ECOAH120_x_FWD-YKR009C	ECOAH120_x	YKR009C	YKR009C:1
RXN-ECOAH121a_x_FWD-YKR009C	ECOAH121a_x	YKR009C	YKR009C:1
RXN-ECOAH140_x_FWD-YKR009C	ECOAH140_x	YKR009C	YKR009C:1
RXN-ECOAH141b_x_FWD-YKR009C	ECOAH141b_x	YKR009C	YKR009C:1
RXN-ECOAH141c_x_FWD-YKR009C	ECOAH141c_x	YKR009C	YKR009C:1
RXN-ECOAH160_x_FWD-YKR009C	ECOAH160_x	YKR009C	YKR009C:1
RXN-ECOAH161b_x_FWD-YKR009C	ECOAH161b_x	YKR009C	YKR009C:1
RXN-ECOAH161c_x_FWD-YKR009C	ECOAH161c_x	YKR009C	YKR009C:1
RXN-ECOAH180_x_FWD-YKR009C	ECOAH180_x	YKR009C	YKR009C:1
RXN-ECOAH181a_x_FWD-YKR009C	ECOAH181a_x	YKR009C	YKR009C:1
RXN-ECOAH200_x_FWD-YKR009C	ECOAH200_x	YKR009C	YKR009C:1
RXN-ECOAH220_x_FWD-YKR009C	ECOAH220_x	YKR009C	YKR009C:1
RXN-ECOAH240_x_FWD-YKR009C	ECOAH240_x	YKR009C	YKR009C:1
RXN-ECOAH260_x_FWD-YKR009C	ECOAH260_x	YKR009C	YKR009C:1
RXN-ECOAH40_x_FWD-YKR009C	ECOAH40_x	YKR009C	YKR009C:1
RXN-ECOAH60_x_FWD-YKR009C	ECOAH60_x	YKR009C	YKR009C:1
RXN-ECOAH80_x_FWD-YKR009C	ECOAH80_x	YKR009C	YKR009C:1
RXN-ECOAI101a_x_FWD-YLR284C	ECOAI101a_x	YLR284C	YLR284C:1
RXN-ECOAI121a_x_FWD-YLR284C	ECOAI121a_x	YLR284C	YLR284C:1
RXN-ECOAI121b_x_FWD-YLR284C	ECOAI121b_x	YLR284C	YLR284C:1
RXN-ECOAI122c_x_FWD-YLR284C	ECOAI122c_x	YLR284C	YLR284C:1
RXN-ECOAI141a_x_FWD-YLR284C	ECOAI141a_x	YLR284C	YLR284C:1
RXN-ECOAI142c_x_FWD-YLR284C	ECOAI142c_x	YLR284C	YLR284C:1
RXN-ECOAI5d_x_FWD-YOR180C	ECOAI5d_x	YOR180C	YOR180C:1
RXN-ECOAI6d_x_FWD-YOR180C	ECOAI6d_x	YOR180C	YOR180C:1
RXN-ECOAR122_x_FWD-YNL202W	ECOAR122_x	YNL202W	YNL202W:1
RXN-ECOAR142_x_FWD-YNL202W	ECOAR142_x	YNL202W	YNL202W:1
RXN-ECOAR200_rm_FWD-YDL015C	ECOAR200_rm	YDL015C	YDL015C:1
RXN-ECOAR220_rm_FWD-YDL015C	ECOAR220_rm	YDL015C	YDL015C:1
RXN-ECOAR240_rm_FWD-YDL015C	ECOAR240_rm	YDL015C	YDL015C:1
RXN-ECOAR260_rm_FWD-YDL015C	ECOAR260_rm	YDL015C	YDL015C:1
RXN-EGHLAT_c_FWD-YLR027C	EGHLAT_c	YLR027C	YLR027C:1
RXN-EGHLAT_m_FWD-YKL106W	EGHLAT_m	YKL106W	YKL106W:1
RXN-EGHLAT_x_FWD-YLR027C	EGHLAT_x	YLR027C	YLR027C:1
RXN-ENO_c_FWD-YGR254W	ENO_c	YGR254W	YGR254W:1
RXN-ENO_c_FWD-YHR174W	ENO_c	YHR174W	YHR174W:1
RXN-ENO_c_FWD-YMR323W	ENO_c	YMR323W	YMR323W:1
RXN-ENO_c_FWD-YOR393W	ENO_c	YOR393W	YOR393W:1
RXN-ENO_c_FWD-YPL281C	ENO_c	YPL281C	YPL281C:1
RXN-ENO_c_REV-YGR254W	ENO_c	YGR254W	YGR254W:1
RXN-ENO_c_REV-YHR174W	ENO_c	YHR174W	YHR174W:1
RXN-ENO_c_REV-YMR323W	ENO_c	YMR323W	YMR323W:1
RXN-ENO_c_REV-YOR393W	ENO_c	YOR393W	YOR393W:1
RXN-ENO_c_REV-YPL281C	ENO_c	YPL281C	YPL281C:1
RXN-ENPP_c_FWD-YDR452W	ENPP_c	YDR452W	YDR452W:1
RXN-EPGALURS_e_FWD-YJR153W	EPGALURS_e	YJR153W	YJR153W:1
RXN-EPIST161t_l_rm_FWD-SPONT	EPIST161t_l_rm	SPONT	zeroCost
RXN-EPIST161t_l_rm_REV-SPONT	EPIST161t_l_rm	SPONT	zeroCost
RXN-EPIST181t_l_rm_FWD-SPONT	EPIST181t_l_rm	SPONT	zeroCost
RXN-EPIST181t_l_rm_REV-SPONT	EPIST181t_l_rm	SPONT	zeroCost
RXN-EPISTt_c_e_FWD-YIL013C	EPISTt_c_e	YIL013C	YIL013C:1
RXN-EPISTt_c_e_FWD-YOR011W	EPISTt_c_e	YOR011W	YOR011W:1
RXN-EPISTt_c_e_REV-YIL013C	EPISTt_c_e	YIL013C	YIL013C:1
RXN-EPISTt_c_e_REV-YOR011W	EPISTt_c_e	YOR011W	YOR011W:1
RXN-EPISTt_c_rm_FWD-SPONT	EPISTt_c_rm	SPONT	zeroCost
RXN-EPISTt_c_rm_REV-SPONT	EPISTt_c_rm	SPONT	zeroCost
RXN-EPISTt_l_rm_FWD-SPONT	EPISTt_l_rm	SPONT	zeroCost
RXN-EPISTt_l_rm_REV-SPONT	EPISTt_l_rm	SPONT	zeroCost
RXN-ERGST161t_l_rm_FWD-SPONT	ERGST161t_l_rm	SPONT	zeroCost
RXN-ERGST161t_l_rm_REV-SPONT	ERGST161t_l_rm	SPONT	zeroCost
RXN-ERGST181t_l_rm_FWD-SPONT	ERGST181t_l_rm	SPONT	zeroCost
RXN-ERGST181t_l_rm_REV-SPONT	ERGST181t_l_rm	SPONT	zeroCost
RXN-ERGSTGLCT_c_FWD-YLR189C	ERGSTGLCT_c	YLR189C	YLR189C:1
RXN-ERGSTt_c_e_FWD-SPONT	ERGSTt_c_e	SPONT	zeroCost
RXN-ERGSTt_c_e_REV-SPONT	ERGSTt_c_e	SPONT	zeroCost
RXN-ERGSTt_c_en_FWD-SPONT	ERGSTt_c_en	SPONT	zeroCost
RXN-ERGSTt_c_en_REV-SPONT	ERGSTt_c_en	SPONT	zeroCost
RXN-ERGSTt_c_l_FWD-SPONT	ERGSTt_c_l	SPONT	zeroCost
RXN-ERGSTt_c_l_REV-SPONT	ERGSTt_c_l	SPONT	zeroCost
RXN-ERGSTt_c_r_FWD-SPONT	ERGSTt_c_r	SPONT	zeroCost
RXN-ERGSTt_c_r_REV-SPONT	ERGSTt_c_r	SPONT	zeroCost
RXN-ERGSTt_c_rm_FWD-SPONT	ERGSTt_c_rm	SPONT	zeroCost
RXN-ERGSTt_c_rm_REV-SPONT	ERGSTt_c_rm	SPONT	zeroCost
RXN-ERGSTt_r_rm_FWD-SPONT	ERGSTt_r_rm	SPONT	zeroCost
RXN-ERGSTt_r_rm_REV-SPONT	ERGSTt_r_rm	SPONT	zeroCost
RXN-ERGTETROLt_c_e_FWD-SPONT	ERGTETROLt_c_e	SPONT	zeroCost
RXN-ERGTETROLt_c_e_REV-SPONT	ERGTETROLt_c_e	SPONT	zeroCost
RXN-ERGTETROLt_c_r_FWD-SPONT	ERGTETROLt_c_r	SPONT	zeroCost
RXN-ERGTETROLt_c_r_REV-SPONT	ERGTETROLt_c_r	SPONT	zeroCost
RXN-ETACt_c_e_FWD-SPONT	ETACt_c_e	SPONT	zeroCost
RXN-ETFOXRq6_m_FWD-YGR207CYOR356WYPR004C	ETFOXRq6_m	YGR207CYOR356WYPR004C	YGR207C:1,YOR356W:1,YPR004C:1
RXN-ETHAK_c_FWD-YDR147W	ETHAK_c	YDR147W	YDR147W:1
RXN-ETHAK_c_FWD-YLR133W	ETHAK_c	YLR133W	YLR133W:1
RXN-ETHAPT_rm_FWD-YHR123W	ETHAPT_rm	YHR123W	YHR123W:1
RXN-ETHAt_c_e_FWD-YGL077C	ETHAt_c_e	YGL077C	YGL077C:1
RXN-ETHAt_c_e_REV-YGL077C	ETHAt_c_e	YGL077C	YGL077C:1
RXN-ETOHt_c_e_FWD-SPONT	ETOHt_c_e	SPONT	zeroCost
RXN-ETOHt_c_e_REV-SPONT	ETOHt_c_e	SPONT	zeroCost
RXN-ETOHt_c_m_FWD-SPONT	ETOHt_c_m	SPONT	zeroCost
RXN-ETOHt_c_m_REV-SPONT	ETOHt_c_m	SPONT	zeroCost
RXN-EX_13BDglucan_e_FWD-SPONT	EX_13BDglucan_e		zeroCost
RXN-EX_14dmlanost_e_FWD-SPONT	EX_14dmlanost_e		zeroCost
RXN-EX_1agpc_gen_e_FWD-SPONT	EX_1agpc_gen_e		zeroCost
RXN-EX_2mbac_e_FWD-SPONT	EX_2mbac_e		zeroCost
RXN-EX_2mbald_e_FWD-SPONT	EX_2mbald_e		zeroCost
RXN-EX_2mbtoh_e_FWD-SPONT	EX_2mbtoh_e		zeroCost
RXN-EX_2phetoh_e_FWD-SPONT	EX_2phetoh_e		zeroCost
RXN-EX_3c3hmp_e_FWD-SPONT	EX_3c3hmp_e		zeroCost
RXN-EX_3mbald_e_FWD-SPONT	EX_3mbald_e		zeroCost
RXN-EX_3mop_e_FWD-SPONT	EX_3mop_e		zeroCost
RXN-EX_4abz_e_FWD-SPONT	EX_4abz_e		zeroCost
RXN-EX_4abz_e_REV-SPONT	EX_4abz_e		zeroCost
RXN-EX_5aop_e_FWD-SPONT	EX_5aop_e		zeroCost
RXN-EX_5fthf_e_FWD-SPONT	EX_5fthf_e		zeroCost
RXN-EX_8aonn_e_FWD-SPONT	EX_8aonn_e		zeroCost
RXN-EX_Nfortyr2_e_FWD-SPONT	EX_Nfortyr2_e		zeroCost
RXN-EX_abt__L_e_FWD-SPONT	EX_abt__L_e		zeroCost
RXN-EX_ac_e_FWD-SPONT	EX_ac_e		zeroCost
RXN-EX_acald_e_FWD-SPONT	EX_acald_e		zeroCost
RXN-EX_akg_e_FWD-SPONT	EX_akg_e		zeroCost
RXN-EX_ala__L_e_FWD-SPONT	EX_ala__L_e		zeroCost
RXN-EX_alltt_e_FWD-SPONT	EX_alltt_e		zeroCost
RXN-EX_amet_e_FWD-SPONT	EX_amet_e		zeroCost
RXN-EX_arab__D_e_FWD-SPONT	EX_arab__D_e		zeroCost
RXN-EX_arab__L_e_FWD-SPONT	EX_arab__L_e		zeroCost
RXN-EX_arg__L_e_FWD-SPONT	EX_arg__L_e		zeroCost
RXN-EX_asn__L_e_FWD-SPONT	EX_asn__L_e		zeroCost
RXN-EX_asp__L_e_FWD-SPONT	EX_asp__L_e		zeroCost
RXN-EX_btd_e_FWD-SPONT	EX_btd_e		zeroCost
RXN-EX_btn_e_FWD-SPONT	EX_btn_e		zeroCost
RXN-EX_but_e_FWD-SPONT	EX_but_e		zeroCost
RXN-EX_ca2_e_FWD-SPONT	EX_ca2_e		zeroCost
RXN-EX_ca2_e_REV-SPONT	EX_ca2_e		zeroCost
RXN-EX_chol_e_FWD-SPONT	EX_chol_e		zeroCost
RXN-EX_cit_e_FWD-SPONT	EX_cit_e		zeroCost
RXN-EX_cl_e_FWD-SPONT	EX_cl_e		zeroCost
RXN-EX_cl_e_REV-SPONT	EX_cl_e		zeroCost
RXN-EX_co2_e_FWD-SPONT	EX_co2_e		zeroCost
RXN-EX_cobalt2_e_FWD-SPONT	EX_cobalt2_e	SPONT	zeroCost
RXN-EX_cobalt2_e_REV-SPONT	EX_cobalt2_e	SPONT	zeroCost
RXN-EX_crn_e_FWD-SPONT	EX_crn_e		zeroCost
RXN-EX_cu2_e_FWD-SPONT	EX_cu2_e		zeroCost
RXN-EX_cu2_e_REV-SPONT	EX_cu2_e		zeroCost
RXN-EX_cys__L_e_FWD-SPONT	EX_cys__L_e		zeroCost
RXN-EX_dad_2_e_FWD-SPONT	EX_dad_2_e		zeroCost
RXN-EX_dann_e_FWD-SPONT	EX_dann_e		zeroCost
RXN-EX_dcyt_e_FWD-SPONT	EX_dcyt_e		zeroCost
RXN-EX_ddca_e_FWD-SPONT	EX_ddca_e		zeroCost
RXN-EX_dgsn_e_FWD-SPONT	EX_dgsn_e		zeroCost
RXN-EX_din_e_FWD-SPONT	EX_din_e		zeroCost
RXN-EX_dttp_e_FWD-SPONT	EX_dttp_e		zeroCost
RXN-EX_duri_e_FWD-SPONT	EX_duri_e		zeroCost
RXN-EX_epist_e_FWD-SPONT	EX_epist_e		zeroCost
RXN-EX_ergst_e_FWD-SPONT	EX_ergst_e		zeroCost
RXN-EX_ergtetrol_e_FWD-SPONT	EX_ergtetrol_e		zeroCost
RXN-EX_etac_e_FWD-SPONT	EX_etac_e		zeroCost
RXN-EX_etha_e_FWD-SPONT	EX_etha_e		zeroCost
RXN-EX_etoh_e_FWD-SPONT	EX_etoh_e		zeroCost
RXN-EX_fe2_e_FWD-SPONT	EX_fe2_e		zeroCost
RXN-EX_fe2_e_REV-SPONT	EX_fe2_e		zeroCost
RXN-EX_fecost_e_FWD-SPONT	EX_fecost_e		zeroCost
RXN-EX_fmn_e_FWD-SPONT	EX_fmn_e		zeroCost
RXN-EX_fol_e_FWD-SPONT	EX_fol_e		zeroCost
RXN-EX_fol_e_REV-SPONT	EX_fol_e		zeroCost
RXN-EX_for_e_FWD-SPONT	EX_for_e		zeroCost
RXN-EX_fru_e_FWD-SPONT	EX_fru_e		zeroCost
RXN-EX_fum_e_FWD-SPONT	EX_fum_e		zeroCost
RXN-EX_g3pc_e_FWD-SPONT	EX_g3pc_e		zeroCost
RXN-EX_g3pi_e_FWD-SPONT	EX_g3pi_e		zeroCost
RXN-EX_gal_e_FWD-SPONT	EX_gal_e		zeroCost
RXN-EX_galur_e_FWD-SPONT	EX_galur_e		zeroCost
RXN-EX_gcald_e_FWD-SPONT	EX_gcald_e		zeroCost
RXN-EX_glc__D_e_FWD-SPONT	EX_glc__D_e		zeroCost
RXN-EX_glc__D_e_REV-SPONT	EX_glc__D_e		zeroCost
RXN-EX_gln__L_e_FWD-SPONT	EX_gln__L_e		zeroCost
RXN-EX_glu__L_e_FWD-SPONT	EX_glu__L_e		zeroCost
RXN-EX_glx_e_FWD-SPONT	EX_glx_e		zeroCost
RXN-EX_gly_e_FWD-SPONT	EX_gly_e		zeroCost
RXN-EX_glyc_e_FWD-SPONT	EX_glyc_e		zeroCost
RXN-EX_gthox_e_FWD-SPONT	EX_gthox_e		zeroCost
RXN-EX_h2o_e_FWD-SPONT	EX_h2o_e		zeroCost
RXN-EX_h2o_e_REV-SPONT	EX_h2o_e		zeroCost
RXN-EX_h_e_FWD-SPONT	EX_h_e		zeroCost
RXN-EX_h_e_REV-SPONT	EX_h_e		zeroCost
RXN-EX_hdca_e_FWD-SPONT	EX_hdca_e		zeroCost
RXN-EX_hdcea_e_FWD-SPONT	EX_hdcea_e		zeroCost
RXN-EX_his__L_e_FWD-SPONT	EX_his__L_e		zeroCost
RXN-EX_hxa_e_FWD-SPONT	EX_hxa_e		zeroCost
RXN-EX_hxan_e_FWD-SPONT	EX_hxan_e		zeroCost
RXN-EX_hxdcal_e_FWD-SPONT	EX_hxdcal_e		zeroCost
RXN-EX_iamac_e_FWD-SPONT	EX_iamac_e		zeroCost
RXN-EX_iamoh_e_FWD-SPONT	EX_iamoh_e		zeroCost
RXN-EX_ibtald_e_FWD-SPONT	EX_ibtald_e		zeroCost
RXN-EX_ibutac_e_FWD-SPONT	EX_ibutac_e		zeroCost
RXN-EX_ibutoh_e_FWD-SPONT	EX_ibutoh_e		zeroCost
RXN-EX_id3acald_e_FWD-SPONT	EX_id3acald_e		zeroCost
RXN-EX_ile__L_e_FWD-SPONT	EX_ile__L_e		zeroCost
RXN-EX_ind3eth_e_FWD-SPONT	EX_ind3eth_e		zeroCost
RXN-EX_inost_e_FWD-SPONT	EX_inost_e		zeroCost
RXN-EX_inost_e_REV-SPONT	EX_inost_e		zeroCost
RXN-EX_k_e_FWD-SPONT	EX_k_e		zeroCost
RXN-EX_k_e_REV-SPONT	EX_k_e		zeroCost
RXN-EX_lac__D_e_FWD-SPONT	EX_lac__D_e		zeroCost
RXN-EX_lac__L_e_FWD-SPONT	EX_lac__L_e		zeroCost
RXN-EX_lanost_e_FWD-SPONT	EX_lanost_e		zeroCost
RXN-EX_leu__L_e_FWD-SPONT	EX_leu__L_e		zeroCost
RXN-EX_lys__L_e_FWD-SPONT	EX_lys__L_e		zeroCost
RXN-EX_mal__L_e_FWD-SPONT	EX_mal__L_e		zeroCost
RXN-EX_malt_e_FWD-SPONT	EX_malt_e		zeroCost
RXN-EX_man_e_FWD-SPONT	EX_man_e		zeroCost
RXN-EX_melib_e_FWD-SPONT	EX_melib_e		zeroCost
RXN-EX_met__L_e_FWD-SPONT	EX_met__L_e		zeroCost
RXN-EX_mev__R_e_FWD-SPONT	EX_mev__R_e		zeroCost
RXN-EX_mg2_e_FWD-SPONT	EX_mg2_e		zeroCost
RXN-EX_mg2_e_REV-SPONT	EX_mg2_e		zeroCost
RXN-EX_mmet_e_FWD-SPONT	EX_mmet_e		zeroCost
RXN-EX_mn2_e_FWD-SPONT	EX_mn2_e		zeroCost
RXN-EX_mn2_e_REV-SPONT	EX_mn2_e		zeroCost
RXN-EX_na1_e_FWD-SPONT	EX_na1_e		zeroCost
RXN-EX_na1_e_REV-SPONT	EX_na1_e		zeroCost
RXN-EX_nac_e_FWD-SPONT	EX_nac_e		zeroCost
RXN-EX_nac_e_REV-SPONT	EX_nac_e		zeroCost
RXN-EX_nh4_e_FWD-SPONT	EX_nh4_e		zeroCost
RXN-EX_nh4_e_REV-SPONT	EX_nh4_e		zeroCost
RXN-EX_ni2_e_FWD-SPONT	EX_ni2_e	SPONT	zeroCost
RXN-EX_ni2_e_REV-SPONT	EX_ni2_e	SPONT	zeroCost
RXN-EX_nmn_e_FWD-SPONT	EX_nmn_e		zeroCost
RXN-EX_o2_e_FWD-SPONT	EX_o2_e		zeroCost
RXN-EX_o2_e_REV-SPONT	EX_o2_e		zeroCost
RXN-EX_oaa_e_FWD-SPONT	EX_oaa_e		zeroCost
RXN-EX_ocdca_e_FWD-SPONT	EX_ocdca_e		zeroCost
RXN-EX_ocdcea_e_FWD-SPONT	EX_ocdcea_e		zeroCost
RXN-EX_octa_e_FWD-SPONT	EX_octa_e		zeroCost
RXN-EX_pacald_e_FWD-SPONT	EX_pacald_e		zeroCost
RXN-EX_pap_e_FWD-SPONT	EX_pap_e		zeroCost
RXN-EX_pectin_e_FWD-SPONT	EX_pectin_e		zeroCost
RXN-EX_phe__L_e_FWD-SPONT	EX_phe__L_e		zeroCost
RXN-EX_pheac_e_FWD-SPONT	EX_pheac_e		zeroCost
RXN-EX_pi_e_FWD-SPONT	EX_pi_e		zeroCost
RXN-EX_pi_e_REV-SPONT	EX_pi_e		zeroCost
RXN-EX_pnto__R_e_FWD-SPONT	EX_pnto__R_e		zeroCost
RXN-EX_pnto__R_e_REV-SPONT	EX_pnto__R_e		zeroCost
RXN-EX_pro__L_e_FWD-SPONT	EX_pro__L_e		zeroCost
RXN-EX_ptrc_e_FWD-SPONT	EX_ptrc_e		zeroCost
RXN-EX_pydxn_e_FWD-SPONT	EX_pydxn_e		zeroCost
RXN-EX_pydxn_e_REV-SPONT	EX_pydxn_e		zeroCost
RXN-EX_pyr_e_FWD-SPONT	EX_pyr_e		zeroCost
RXN-EX_rib__D_e_FWD-SPONT	EX_rib__D_e		zeroCost
RXN-EX_ribflv_e_FWD-SPONT	EX_ribflv_e		zeroCost
RXN-EX_ribflv_e_REV-SPONT	EX_ribflv_e		zeroCost
RXN-EX_sbt__D_e_FWD-SPONT	EX_sbt__D_e		zeroCost
RXN-EX_sbt__L_e_FWD-SPONT	EX_sbt__L_e		zeroCost
RXN-EX_ser__L_e_FWD-SPONT	EX_ser__L_e		zeroCost
RXN-EX_so3_e_FWD-SPONT	EX_so3_e		zeroCost
RXN-EX_so4_e_FWD-SPONT	EX_so4_e		zeroCost
RXN-EX_so4_e_REV-SPONT	EX_so4_e		zeroCost
RXN-EX_spmd_e_FWD-SPONT	EX_spmd_e		zeroCost
RXN-EX_sprm_e_FWD-SPONT	EX_sprm_e		zeroCost
RXN-EX_srb__L_e_FWD-SPONT	EX_srb__L_e		zeroCost
RXN-EX_succ_e_FWD-SPONT	EX_succ_e		zeroCost
RXN-EX_sucr_e_FWD-SPONT	EX_sucr_e		zeroCost
RXN-EX_taur_e_FWD-SPONT	EX_taur_e		zeroCost
RXN-EX_thm_e_FWD-SPONT	EX_thm_e		zeroCost
RXN-EX_thm_e_REV-SPONT	EX_thm_e		zeroCost
RXN-EX_thmmp_e_FWD-SPONT	EX_thmmp_e		zeroCost
RXN-EX_thmpp_e_FWD-SPONT	EX_thmpp_e		zeroCost
RXN-EX_thr__L_e_FWD-SPONT	EX_thr__L_e		zeroCost
RXN-EX_thymd_e_FWD-SPONT	EX_thymd_e		zeroCost
RXN-EX_tre_e_FWD-SPONT	EX_tre_e		zeroCost
RXN-EX_trp__L_e_FWD-SPONT	EX_trp__L_e		zeroCost
RXN-EX_ttdca_e_FWD-SPONT	EX_ttdca_e		zeroCost
RXN-EX_tyr__L_e_FWD-SPONT	EX_tyr__L_e		zeroCost
RXN-EX_ura_e_FWD-SPONT	EX_ura_e		zeroCost
RXN-EX_urea_e_FWD-SPONT	EX_urea_e		zeroCost
RXN-EX_uri_e_FWD-SPONT	EX_uri_e		zeroCost
RXN-EX_val__L_e_FWD-SPONT	EX_val__L_e		zeroCost
RXN-EX_xan_e_FWD-SPONT	EX_xan_e		zeroCost
RXN-EX_xtsn_e_FWD-SPONT	EX_xtsn_e		zeroCost
RXN-EX_xyl__D_e_FWD-SPONT	EX_xyl__D_e		zeroCost
RXN-EX_xylt_e_FWD-SPONT	EX_xylt_e		zeroCost
RXN-EX_zn2_e_FWD-SPONT	EX_zn2_e		zeroCost
RXN-EX_zn2_e_REV-SPONT	EX_zn2_e		zeroCost
RXN-EX_zymst_e_FWD-SPONT	EX_zymst_e		zeroCost
RXN-FACOA120tabc_x_FWD-YKL188CYPL147W	FACOA120tabc_x	YKL188CYPL147W	YKL188C:1,YPL147W:1
RXN-FACOA140tabc_x_FWD-YKL188CYPL147W	FACOA140tabc_x	YKL188CYPL147W	YKL188C:1,YPL147W:1
RXN-FACOA160tabc_x_FWD-YKL188CYPL147W	FACOA160tabc_x	YKL188CYPL147W	YKL188C:1,YPL147W:1
RXN-FACOA161tabc_x_FWD-YKL188CYPL147W	FACOA161tabc_x	YKL188CYPL147W	YKL188C:1,YPL147W:1
RXN-FACOA180tabc_x_FWD-YKL188CYPL147W	FACOA180tabc_x	YKL188CYPL147W	YKL188C:1,YPL147W:1
RXN-FACOA181tabc_x_FWD-YKL188CYPL147W	FACOA181tabc_x	YKL188CYPL147W	YKL188C:1,YPL147W:1
RXN-FACOA200tabc_x_FWD-YKL188CYPL147W	FACOA200tabc_x	YKL188CYPL147W	YKL188C:1,YPL147W:1
RXN-FACOA220tabc_x_FWD-YKL188CYPL147W	FACOA220tabc_x	YKL188CYPL147W	YKL188C:1,YPL147W:1
RXN-FACOA240tabc_x_FWD-YKL188CYPL147W	FACOA240tabc_x	YKL188CYPL147W	YKL188C:1,YPL147W:1
RXN-FACOA260tabc_x_FWD-YKL188CYPL147W	FACOA260tabc_x	YKL188CYPL147W	YKL188C:1,YPL147W:1
RXN-FACOAE100_x_FWD-YJR019C	FACOAE100_x	YJR019C	YJR019C:1
RXN-FACOAE120_x_FWD-YJR019C	FACOAE120_x	YJR019C	YJR019C:1
RXN-FACOAE140_x_FWD-YJR019C	FACOAE140_x	YJR019C	YJR019C:1
RXN-FACOAE160_x_FWD-YJR019C	FACOAE160_x	YJR019C	YJR019C:1
RXN-FACOAE161_x_FWD-YJR019C	FACOAE161_x	YJR019C	YJR019C:1
RXN-FACOAE180_x_FWD-YJR019C	FACOAE180_x	YJR019C	YJR019C:1
RXN-FACOAE181_x_FWD-YJR019C	FACOAE181_x	YJR019C	YJR019C:1
RXN-FACOAE40_x_FWD-YJR019C	FACOAE40_x	YJR019C	YJR019C:1
RXN-FACOAE60_x_FWD-YJR019C	FACOAE60_x	YJR019C	YJR019C:1
RXN-FACOAE80_x_FWD-YJR019C	FACOAE80_x	YJR019C	YJR019C:1
RXN-FACOAL100_x_FWD-YER015W	FACOAL100_x	YER015W	YER015W:1
RXN-FACOAL120_l_FWD-YOR317W	FACOAL120_l	YOR317W	YOR317W:1
RXN-FACOAL120_rm_FWD-YOR317W	FACOAL120_rm	YOR317W	YOR317W:1
RXN-FACOAL120_x_FWD-YER015W	FACOAL120_x	YER015W	YER015W:1
RXN-FACOAL140_l_FWD-YMR246W	FACOAL140_l	YMR246W	YMR246W:1
RXN-FACOAL140_l_FWD-YOR317W	FACOAL140_l	YOR317W	YOR317W:1
RXN-FACOAL140_rm_FWD-YMR246W	FACOAL140_rm	YMR246W	YMR246W:1
RXN-FACOAL140_rm_FWD-YOR317W	FACOAL140_rm	YOR317W	YOR317W:1
RXN-FACOAL140_x_FWD-YER015W	FACOAL140_x	YER015W	YER015W:1
RXN-FACOAL160_l_FWD-YMR246W	FACOAL160_l	YMR246W	YMR246W:1
RXN-FACOAL160_l_FWD-YOR317W	FACOAL160_l	YOR317W	YOR317W:1
RXN-FACOAL160_rm_FWD-YMR246W	FACOAL160_rm	YMR246W	YMR246W:1
RXN-FACOAL160_rm_FWD-YOR317W	FACOAL160_rm	YOR317W	YOR317W:1
RXN-FACOAL160_x_FWD-YER015W	FACOAL160_x	YER015W	YER015W:1
RXN-FACOAL161_l_FWD-YMR246W	FACOAL161_l	YMR246W	YMR246W:1
RXN-FACOAL161_l_FWD-YOR317W	FACOAL161_l	YOR317W	YOR317W:1
RXN-FACOAL161_rm_FWD-YMR246W	FACOAL161_rm	YMR246W	YMR246W:1
RXN-FACOAL161_rm_FWD-YOR317W	FACOAL161_rm	YOR317W	YOR317W:1
RXN-FACOAL161_x_FWD-YER015W	FACOAL161_x	YER015W	YER015W:1
RXN-FACOAL180_l_FWD-YMR246W	FACOAL180_l	YMR246W	YMR246W:1
RXN-FACOAL180_l_FWD-YOR317W	FACOAL180_l	YOR317W	YOR317W:1
RXN-FACOAL180_rm_FWD-YMR246W	FACOAL180_rm	YMR246W	YMR246W:1
RXN-FACOAL180_rm_FWD-YOR317W	FACOAL180_rm	YOR317W	YOR317W:1
RXN-FACOAL180_x_FWD-YER015W	FACOAL180_x	YER015W	YER015W:1
