id	rxn_src	enz	protein_stoich
RXN-ADPt_c_n_REV-SPONT	ADPt_c_n	SPONT	zeroCost
RXN-ADPt_c_r_FWD-SPONT	ADPt_c_r	SPONT	zeroCost
RXN-ADPt_c_r_REV-SPONT	ADPt_c_r	SPONT	zeroCost
RXN-ADPt_c_vm_FWD-SPONT	ADPt_c_vm	SPONT	zeroCost
RXN-ADPt_c_vm_REV-SPONT	ADPt_c_vm	SPONT	zeroCost
RXN-ADSK_c_FWD-YKL001C	ADSK_c	YKL001C	YKL001C:1
RXN-ADSL1r_c_FWD-YLR359W	ADSL1r_c	YLR359W	YLR359W:1
RXN-ADSL1r_c_REV-YLR359W	ADSL1r_c	YLR359W	YLR359W:1
RXN-ADSL2i_c_FWD-YLR359W	ADSL2i_c	YLR359W	YLR359W:1
RXN-ADSS_c_FWD-YNL220W	ADSS_c	YNL220W	YNL220W:1
RXN-AFAT_c_FWD-YDL045C	AFAT_c	YDL045C	YDL045C:1
RXN-AGNPR_l_FWD-YIL124W	AGNPR_l	YIL124W	YIL124W:1
RXN-AGNPR_rm_FWD-YIL124W	AGNPR_rm	YIL124W	YIL124W:1
RXN-AGPAT_l_FWD-YDL052C	AGPAT_l	YDL052C	YDL052C:1
RXN-AGPAT_l_FWD-YKR089C	AGPAT_l	YKR089C	YKR089C:1
RXN-AGPAT_l_FWD-YOR081C	AGPAT_l	YOR081C	YOR081C:1
RXN-AGPAT_rm_FWD-YDL052C	AGPAT_rm	YDL052C	YDL052C:1
RXN-AGPAT_rm_FWD-YOR175C	AGPAT_rm	YOR175C	YOR175C:1
RXN-AGPRi_m_FWD-YER069W	AGPRi_m	YER069W	YER069W:1
RXN-AGTi_c_FWD-YFL030W	AGTi_c	YFL030W	YFL030W:1
RXN-AHCYSt_c_m_FWD-SPONT	AHCYSt_c_m	SPONT	zeroCost
RXN-AHCYSt_c_m_REV-SPONT	AHCYSt_c_m	SPONT	zeroCost
RXN-AHCYSt_c_rm_FWD-SPONT	AHCYSt_c_rm	SPONT	zeroCost
RXN-AHCYSt_c_rm_REV-SPONT	AHCYSt_c_rm	SPONT	zeroCost
RXN-AHCi_c_FWD-YER043C	AHCi_c	YER043C	YER043C:1
RXN-AHMMPS4_c_FWD-YFL058W	AHMMPS4_c	YFL058W	YFL058W:1
RXN-AHSERL2_c_FWD-YLR303W	AHSERL2_c	YLR303W	YLR303W:1
RXN-AHSERL_c_FWD-YLR303W	AHSERL_c	YLR303W	YLR303W:1
RXN-AICART_c_FWD-YLR028C	AICART_c	YLR028C	YLR028C:1
RXN-AICART_c_FWD-YMR120C	AICART_c	YMR120C	YMR120C:1
RXN-AICART_c_REV-YLR028C	AICART_c	YLR028C	YLR028C:1
RXN-AICART_c_REV-YMR120C	AICART_c	YMR120C	YMR120C:1
RXN-AIRC1_c_FWD-YOR128C	AIRC1_c	YOR128C	YOR128C:1
RXN-AKGCITta_m_FWD-YMR241W	AKGCITta_m	YMR241W	YMR241W:1
RXN-AKGCITta_m_REV-YMR241W	AKGCITta_m	YMR241W	YMR241W:1
RXN-AKGDH_m_FWD-YDR148CYFL018CYIL125W	AKGDH_m	YDR148CYFL018CYIL125W	YDR148C:1,YFL018C:1,YIL125W:1
RXN-AKGMALt_c_e_FWD-SPONT	AKGMALt_c_e	SPONT	zeroCost
RXN-AKGMALt_c_e_REV-SPONT	AKGMALt_c_e	SPONT	zeroCost
RXN-AKGMALta_m_FWD-YOR222W	AKGMALta_m	YOR222W	YOR222W:1
RXN-AKGMALta_m_FWD-YPL134C	AKGMALta_m	YPL134C	YPL134C:1
RXN-AKGt_c_e_FWD-SPONT	AKGt_c_e	SPONT	zeroCost
RXN-AKGt_c_e_REV-SPONT	AKGt_c_e	SPONT	zeroCost
RXN-AKGt_c_n_FWD-SPONT	AKGt_c_n	SPONT	zeroCost
RXN-AKGt_c_n_REV-SPONT	AKGt_c_n	SPONT	zeroCost
RXN-AKGt_c_x_FWD-SPONT	AKGt_c_x	SPONT	zeroCost
RXN-AKGt_c_x_REV-SPONT	AKGt_c_x	SPONT	zeroCost
RXN-AKP1_c_FWD-YDR481C	AKP1_c	YDR481C	YDR481C:1
RXN-ALAS_m_FWD-YDR232W	ALAS_m	YDR232W	YDR232W:1
RXN-ALATA_L_m_FWD-YLR089C	ALATA_L_m	YLR089C	YLR089C:1
RXN-ALATA_L_m_REV-YLR089C	ALATA_L_m	YLR089C	YLR089C:1
RXN-ALATRS_c_FWD-YOR335C	ALATRS_c	YOR335C	YOR335C:1
RXN-ALAt_c_m_FWD-SPONT	ALAt_c_m	SPONT	zeroCost
RXN-ALAtps_e_FWD-YBR068C	ALAtps_e	YBR068C	YBR068C:1
RXN-ALAtps_e_FWD-YCL025C	ALAtps_e	YCL025C	YCL025C:1
RXN-ALAtps_e_FWD-YDR046C	ALAtps_e	YDR046C	YDR046C:1
RXN-ALAtps_e_FWD-YKR039W	ALAtps_e	YKR039W	YKR039W:1
RXN-ALAtps_e_FWD-YOL020W	ALAtps_e	YOL020W	YOL020W:1
RXN-ALAtps_e_FWD-YOR348C	ALAtps_e	YOR348C	YOR348C:1
RXN-ALAtps_e_FWD-YPL265W	ALAtps_e	YPL265W	YPL265W:1
RXN-ALAtps_e_REV-YBR068C	ALAtps_e	YBR068C	YBR068C:1
RXN-ALAtps_e_REV-YCL025C	ALAtps_e	YCL025C	YCL025C:1
RXN-ALAtps_e_REV-YDR046C	ALAtps_e	YDR046C	YDR046C:1
RXN-ALAtps_e_REV-YKR039W	ALAtps_e	YKR039W	YKR039W:1
RXN-ALAtps_e_REV-YOL020W	ALAtps_e	YOL020W	YOL020W:1
RXN-ALAtps_e_REV-YOR348C	ALAtps_e	YOR348C	YOR348C:1
RXN-ALAtps_e_REV-YPL265W	ALAtps_e	YPL265W	YPL265W:1
RXN-ALCD19y_c_FWD-YDR368W	ALCD19y_c	YDR368W	YDR368W:1
RXN-ALCD19y_c_FWD-YHR104W	ALCD19y_c	YHR104W	YHR104W:1
RXN-ALCD22xi_c_FWD-YBR145W	ALCD22xi_c	YBR145W	YBR145W:1
RXN-ALCD22xi_c_FWD-YDL168W	ALCD22xi_c	YDL168W	YDL168W:1
RXN-ALCD22xi_c_FWD-YOL086C	ALCD22xi_c	YOL086C	YOL086C:1
RXN-ALCD22xi_m_FWD-YGL256W	ALCD22xi_m	YGL256W	YGL256W:1
RXN-ALCD22xi_m_FWD-YMR083W	ALCD22xi_m	YMR083W	YMR083W:1
RXN-ALCD22yi_c_FWD-YCR105W	ALCD22yi_c	YCR105W	YCR105W:1
RXN-ALCD22yi_c_FWD-YDR368W	ALCD22yi_c	YDR368W	YDR368W:1
RXN-ALCD22yi_c_FWD-YMR318C	ALCD22yi_c	YMR318C	YMR318C:1
RXN-ALCD23xi_c_FWD-YBR145W	ALCD23xi_c	YBR145W	YBR145W:1
RXN-ALCD23xi_c_FWD-YDL168W	ALCD23xi_c	YDL168W	YDL168W:1
RXN-ALCD23xi_c_FWD-YOL086C	ALCD23xi_c	YOL086C	YOL086C:1
RXN-ALCD23xi_m_FWD-YGL256W	ALCD23xi_m	YGL256W	YGL256W:1
RXN-ALCD23xi_m_FWD-YMR083W	ALCD23xi_m	YMR083W	YMR083W:1
RXN-ALCD23yi_c_FWD-YCR105W	ALCD23yi_c	YCR105W	YCR105W:1
RXN-ALCD23yi_c_FWD-YMR318C	ALCD23yi_c	YMR318C	YMR318C:1
RXN-ALCD24xi_c_FWD-YBR145W	ALCD24xi_c	YBR145W	YBR145W:1
RXN-ALCD24xi_c_FWD-YDL168W	ALCD24xi_c	YDL168W	YDL168W:1
RXN-ALCD24xi_c_FWD-YOL086C	ALCD24xi_c	YOL086C	YOL086C:1
RXN-ALCD24xi_m_FWD-YGL256W	ALCD24xi_m	YGL256W	YGL256W:1
RXN-ALCD24xi_m_FWD-YMR083W	ALCD24xi_m	YMR083W	YMR083W:1
RXN-ALCD24yi_c_FWD-YCR105W	ALCD24yi_c	YCR105W	YCR105W:1
RXN-ALCD24yi_c_FWD-YMR318C	ALCD24yi_c	YMR318C	YMR318C:1
RXN-ALCD25xi_c_FWD-YBR145W	ALCD25xi_c	YBR145W	YBR145W:1
RXN-ALCD25xi_c_FWD-YDL168W	ALCD25xi_c	YDL168W	YDL168W:1
RXN-ALCD25xi_c_FWD-YOL086C	ALCD25xi_c	YOL086C	YOL086C:1
RXN-ALCD25xi_m_FWD-YGL256W	ALCD25xi_m	YGL256W	YGL256W:1
RXN-ALCD25xi_m_FWD-YMR083W	ALCD25xi_m	YMR083W	YMR083W:1
RXN-ALCD25yi_c_FWD-YCR105W	ALCD25yi_c	YCR105W	YCR105W:1
RXN-ALCD25yi_c_FWD-YMR318C	ALCD25yi_c	YMR318C	YMR318C:1
RXN-ALCD26xi_c_FWD-YBR145W	ALCD26xi_c	YBR145W	YBR145W:1
RXN-ALCD26xi_c_FWD-YDL168W	ALCD26xi_c	YDL168W	YDL168W:1
RXN-ALCD26xi_c_FWD-YOL086C	ALCD26xi_c	YOL086C	YOL086C:1
RXN-ALCD26xi_m_FWD-YGL256W	ALCD26xi_m	YGL256W	YGL256W:1
RXN-ALCD26xi_m_FWD-YMR083W	ALCD26xi_m	YMR083W	YMR083W:1
RXN-ALCD2i1_c_FWD-YMR303C	ALCD2i1_c	YMR303C	YMR303C:1
RXN-ALCD2i2_c_FWD-YBR145W	ALCD2i2_c	YBR145W	YBR145W:1
RXN-ALCD2i2_c_FWD-YOL086C	ALCD2i2_c	YOL086C	YOL086C:1
RXN-ALCD2i2_m_FWD-YGL256W	ALCD2i2_m	YGL256W	YGL256W:1
RXN-ALCD2i2_m_FWD-YMR083W	ALCD2i2_m	YMR083W	YMR083W:1
RXN-ALDD19xi_c_FWD-YMR169C	ALDD19xi_c	YMR169C	YMR169C:1
RXN-ALDD19xi_c_FWD-YMR170C	ALDD19xi_c	YMR170C	YMR170C:1
RXN-ALDD20x_m_FWD-YOR374W	ALDD20x_m	YOR374W	YOR374W:1
RXN-ALDD20y_c_FWD-YPL061W	ALDD20y_c	YPL061W	YPL061W:1
RXN-ALDD20y_m_FWD-YER073W	ALDD20y_m	YER073W	YER073W:1
RXN-ALDD20y_m_FWD-YOR374W	ALDD20y_m	YOR374W	YOR374W:1
RXN-ALDD22x_c_FWD-YMR110C	ALDD22x_c	YMR110C	YMR110C:1
RXN-ALDD22x_c_FWD-YMR169C	ALDD22x_c	YMR169C	YMR169C:1
RXN-ALDD22x_c_FWD-YMR170C	ALDD22x_c	YMR170C	YMR170C:1
RXN-ALDD2x_c_FWD-YMR169C	ALDD2x_c	YMR169C	YMR169C:1
RXN-ALDD2x_c_FWD-YMR170C	ALDD2x_c	YMR170C	YMR170C:1
RXN-ALDD2x_m_FWD-YOR374W	ALDD2x_m	YOR374W	YOR374W:1
RXN-ALDD2y_c_FWD-YPL061W	ALDD2y_c	YPL061W	YPL061W:1
RXN-ALDD2y_m_FWD-YER073W	ALDD2y_m	YER073W	YER073W:1
RXN-ALDD2y_m_FWD-YOR374W	ALDD2y_m	YOR374W	YOR374W:1
RXN-ALG14RXN_r_FWD-YBR070CYGL047W	ALG14RXN_r	YBR070CYGL047W	YBR070C:1,YGL047W:1
RXN-ALG14RXN_r_REV-YBR070CYGL047W	ALG14RXN_r	YBR070CYGL047W	YBR070C:1,YGL047W:1
RXN-ALLTN_c_FWD-YIR027C	ALLTN_c	YIR027C	YIR027C:1
RXN-ALLTN_c_REV-YIR027C	ALLTN_c	YIR027C	YIR027C:1
RXN-ALLTNt_c_e_FWD-YIR028W	ALLTNt_c_e	YIR028W	YIR028W:1
RXN-ALLTTt_c_e_FWD-YJR152W	ALLTTt_c_e	YJR152W	YJR152W:1
RXN-ALPHNH_c_FWD-YBR208C	ALPHNH_c	YBR208C	YBR208C:1
RXN-AMAOTr_c_FWD-YNR058W	AMAOTr_c	YNR058W	YNR058W:1
RXN-AMAOTr_c_REV-YNR058W	AMAOTr_c	YNR058W	YNR058W:1
RXN-AMETt_c_m_FWD-YNL003C	AMETt_c_m	YNL003C	YNL003C:1
RXN-AMETt_c_m_REV-YNL003C	AMETt_c_m	YNL003C	YNL003C:1
RXN-AMETt_c_rm_FWD-SPONT	AMETt_c_rm	SPONT	zeroCost
RXN-AMETt_c_rm_REV-SPONT	AMETt_c_rm	SPONT	zeroCost
RXN-AMETtps_e_FWD-YPL274W	AMETtps_e	YPL274W	YPL274W:1
RXN-AMID_c_FWD-YBL080CYGR102CYMR293C	AMID_c	YBL080CYGR102CYMR293C	YBL080C:1,YGR102C:1,YMR293C:1
RXN-AMID_c_FWD-YDR242W	AMID_c	YDR242W	YDR242W:1
RXN-AMPATPt_c_x_FWD-YPR128C	AMPATPt_c_x	YPR128C	YPR128C:1
RXN-AMPDA_c_FWD-YML035C	AMPDA_c	YML035C	YML035C:1
RXN-AMPt_c_l_FWD-SPONT	AMPt_c_l	SPONT	zeroCost
RXN-AMPt_c_l_REV-SPONT	AMPt_c_l	SPONT	zeroCost
RXN-AMPt_c_n_FWD-SPONT	AMPt_c_n	SPONT	zeroCost
RXN-AMPt_c_n_REV-SPONT	AMPt_c_n	SPONT	zeroCost
RXN-AMPt_c_rm_FWD-SPONT	AMPt_c_rm	SPONT	zeroCost
RXN-AMPt_c_rm_REV-SPONT	AMPt_c_rm	SPONT	zeroCost
RXN-ANNAT_c_FWD-YCL047C	ANNAT_c	YCL047C	YCL047C:1
RXN-ANNAT_c_FWD-YLR328W	ANNAT_c	YLR328W	YLR328W:1
RXN-ANNAT_n_FWD-YGR010W	ANNAT_n	YGR010W	YGR010W:1
RXN-ANNAT_n_FWD-YLR328W	ANNAT_n	YLR328W	YLR328W:1
RXN-ANPRT_c_FWD-YDR354W	ANPRT_c	YDR354W	YDR354W:1
RXN-ANS_c_FWD-YER090WYKL211C	ANS_c	YER090WYKL211C	YER090W:1,YKL211C:1
RXN-AOBUTDs_c_FWD-SPONT	AOBUTDs_c		zeroCost
RXN-AOXS_c_FWD-YAR069W-A	AOXS_c	YAR069W-A	YAR069W-A:1
RXN-AOXS_c_FWD-YHR214W-F	AOXS_c	YHR214W-F	YHR214W-F:1
RXN-AP4AH_c_FWD-YDR305C	AP4AH_c	YDR305C	YDR305C:1
RXN-AP4AH_c_REV-YDR305C	AP4AH_c	YDR305C	YDR305C:1
RXN-APOLIPT_m_FWD-YLR239C	APOLIPT_m	YLR239C	YLR239C:1
RXN-APOLIPT_m_REV-YLR239C	APOLIPT_m	YLR239C	YLR239C:1
RXN-APOOCT_m_FWD-YLR239C	APOOCT_m	YLR239C	YLR239C:1
RXN-APOOCT_m_REV-YLR239C	APOOCT_m	YLR239C	YLR239C:1
RXN-ARAB14LO_c_FWD-YML086C	ARAB14LO_c	YML086C	YML086C:1
RXN-ARAB1D2_c_FWD-YBR149W	ARAB1D2_c	YBR149W	YBR149W:1
RXN-ARAB1Dx_c_FWD-YMR041C	ARAB1Dx_c	YMR041C	YMR041C:1
RXN-ARABDt_c_FWD-YDR342C	ARABDt_c	YDR342C	YDR342C:1
RXN-ARABDt_c_FWD-YHR092C	ARABDt_c	YHR092C	YHR092C:1
RXN-ARABDt_c_REV-YDR342C	ARABDt_c	YDR342C	YDR342C:1
RXN-ARABDt_c_REV-YHR092C	ARABDt_c	YHR092C	YHR092C:1
RXN-ARABLt_c_FWD-YDR342C	ARABLt_c	YDR342C	YDR342C:1
RXN-ARABLt_c_FWD-YHR092C	ARABLt_c	YHR092C	YHR092C:1
RXN-ARABLt_c_REV-YDR342C	ARABLt_c	YDR342C	YDR342C:1
RXN-ARABLt_c_REV-YHR092C	ARABLt_c	YHR092C	YHR092C:1
RXN-ARABR_c_FWD-YHR104W	ARABR_c	YHR104W	YHR104W:1
RXN-ARGN_c_FWD-YPL111W	ARGN_c	YPL111W	YPL111W:1
RXN-ARGSL_c_FWD-YHR018C	ARGSL_c	YHR018C	YHR018C:1
RXN-ARGSL_c_REV-YHR018C	ARGSL_c	YHR018C	YHR018C:1
RXN-ARGSS_c_FWD-YOL058W	ARGSS_c	YOL058W	YOL058W:1
RXN-ARGSS_c_REV-YOL058W	ARGSS_c	YOL058W	YOL058W:1
RXN-ARGTRS_c_FWD-YDR341C	ARGTRS_c	YDR341C	YDR341C:1
RXN-ARGTRS_m_FWD-YHR091C	ARGTRS_m	YHR091C	YHR091C:1
RXN-ARGt_c_v_FWD-YBR147W	ARGt_c_v	YBR147W	YBR147W:1
RXN-ARGt_c_v_FWD-YDR352W	ARGt_c_v	YDR352W	YDR352W:1
RXN-ARGt_c_v_REV-YBR147W	ARGt_c_v	YBR147W	YBR147W:1
RXN-ARGt_c_v_REV-YDR352W	ARGt_c_v	YDR352W	YDR352W:1
RXN-ARGtpa_v_FWD-YBR293W	ARGtpa_v	YBR293W	YBR293W:1
RXN-ARGtpa_v_FWD-YOL092W	ARGtpa_v	YOL092W	YOL092W:1
RXN-ARGtps_e_FWD-YEL063C	ARGtps_e	YEL063C	YEL063C:1
RXN-ARGtps_e_FWD-YKR039W	ARGtps_e	YKR039W	YKR039W:1
RXN-ARGtps_e_FWD-YNL270C	ARGtps_e	YNL270C	YNL270C:1
RXN-ARGtps_e_REV-YEL063C	ARGtps_e	YEL063C	YEL063C:1
RXN-ARGtps_e_REV-YKR039W	ARGtps_e	YKR039W	YKR039W:1
RXN-ARGtps_e_REV-YNL270C	ARGtps_e	YNL270C	YNL270C:1
RXN-ARGtps_m_FWD-YBR147W	ARGtps_m	YBR147W	YBR147W:1
RXN-ARMT_c_FWD-YBR034C	ARMT_c	YBR034C	YBR034C:1
RXN-ASAD_c_FWD-YDR158W	ASAD_c	YDR158W	YDR158W:1
RXN-ASNN_c_FWD-YDR321W	ASNN_c	YDR321W	YDR321W:1
RXN-ASNN_e_FWD-YLR155C	ASNN_e	YLR155C	YLR155C:1
RXN-ASNN_e_FWD-YLR157C	ASNN_e	YLR157C	YLR157C:1
RXN-ASNN_e_FWD-YLR158C	ASNN_e	YLR158C	YLR158C:1
RXN-ASNN_e_FWD-YLR160C	ASNN_e	YLR160C	YLR160C:1
RXN-ASNS1_c_FWD-YGR124W	ASNS1_c	YGR124W	YGR124W:1
RXN-ASNS1_c_FWD-YPR145W	ASNS1_c	YPR145W	YPR145W:1
RXN-ASNTRS_c_FWD-YHR019C	ASNTRS_c	YHR019C	YHR019C:1
RXN-ASNTRS_m_FWD-YCR024C	ASNTRS_m	YCR024C	YCR024C:1
RXN-ASNt_c_m_FWD-YDR508C	ASNt_c_m	YDR508C	YDR508C:1
RXN-ASNtpa_v_FWD-YJR001W	ASNtpa_v	YJR001W	YJR001W:1
RXN-ASNtps_e_FWD-YCL025C	ASNtps_e	YCL025C	YCL025C:1
RXN-ASNtps_e_FWD-YDR508C	ASNtps_e	YDR508C	YDR508C:1
RXN-ASNtps_e_FWD-YKR039W	ASNtps_e	YKR039W	YKR039W:1
RXN-ASNtps_e_FWD-YPL265W	ASNtps_e	YPL265W	YPL265W:1
RXN-ASNtps_e_REV-YCL025C	ASNtps_e	YCL025C	YCL025C:1
RXN-ASNtps_e_REV-YDR508C	ASNtps_e	YDR508C	YDR508C:1
RXN-ASNtps_e_REV-YKR039W	ASNtps_e	YKR039W	YKR039W:1
RXN-ASNtps_e_REV-YPL265W	ASNtps_e	YPL265W	YPL265W:1
RXN-ASNtps_v_FWD-YKL146W	ASNtps_v	YKL146W	YKL146W:1
RXN-ASNtps_v_FWD-YNL101W	ASNtps_v	YNL101W	YNL101W:1
RXN-ASPCT_c_FWD-YJL130C	ASPCT_c	YJL130C	YJL130C:1
RXN-ASPGLUt_c_m_FWD-YPR021C	ASPGLUt_c_m	YPR021C	YPR021C:1
RXN-ASPGLUt_c_x_FWD-SPONT	ASPGLUt_c_x	SPONT	zeroCost
RXN-ASPGLUt_c_x_REV-SPONT	ASPGLUt_c_x	SPONT	zeroCost
RXN-ASPK_c_FWD-YER052C	ASPK_c	YER052C	YER052C:1
RXN-ASPTA_c_FWD-YLR027C	ASPTA_c	YLR027C	YLR027C:1
RXN-ASPTA_c_REV-YLR027C	ASPTA_c	YLR027C	YLR027C:1
RXN-ASPTA_x_FWD-YLR027C	ASPTA_x	YLR027C	YLR027C:1
RXN-ASPTA_x_REV-YLR027C	ASPTA_x	YLR027C	YLR027C:1
RXN-ASPTAi_m_FWD-YKL106W	ASPTAi_m	YKL106W	YKL106W:1
RXN-ASPTRS_c_FWD-YLL018C	ASPTRS_c	YLL018C	YLL018C:1
RXN-ASPTRS_m_FWD-YPL104W	ASPTRS_m	YPL104W	YPL104W:1
RXN-ASPtps_e_FWD-YFL055W	ASPtps_e	YFL055W	YFL055W:1
RXN-ASPtps_e_FWD-YKR039W	ASPtps_e	YKR039W	YKR039W:1
RXN-ASPtps_e_FWD-YPL265W	ASPtps_e	YPL265W	YPL265W:1
RXN-ASPtps_e_REV-YFL055W	ASPtps_e	YFL055W	YFL055W:1
RXN-ASPtps_e_REV-YKR039W	ASPtps_e	YKR039W	YKR039W:1
RXN-ASPtps_e_REV-YPL265W	ASPtps_e	YPL265W	YPL265W:1
RXN-ASPtps_v_FWD-YER119C	ASPtps_v	YER119C	YER119C:1
RXN-ATAH_c_FWD-YIR029W	ATAH_c	YIR029W	YIR029W:1
RXN-ATAH_c_REV-YIR029W	ATAH_c	YIR029W	YIR029W:1
RXN-ATHRDHr_c_FWD-YMR226C	ATHRDHr_c	YMR226C	YMR226C:1
RXN-ATHRDHr_c_REV-YMR226C	ATHRDHr_c	YMR226C	YMR226C:1
RXN-ATPASEP2e_c_FWD-YCR024C-AYEL017C-AYGL008C	ATPASEP2e_c	YCR024C-AYEL017C-AYGL008C	YCR024C-A:1,YEL017C-A:1,YGL008C:1
RXN-ATPASEP2e_c_FWD-YCR024C-AYEL017C-AYPL036W	ATPASEP2e_c	YCR024C-AYEL017C-AYPL036W	YCR024C-A:1,YEL017C-A:1,YPL036W:1
RXN-ATPASEVg_c_FWD-YBR127CYDL185WYEL027WYEL051WYGR020CYHR026WYHR039C-AYKL080WYLR447CYMR054WYOR332WYPL234CYPR036W	ATPASEVg_c	YBR127CYDL185WYEL027WYEL051WYGR020CYHR026WYHR039C-AYKL080WYLR447CYMR054WYOR332WYPL234CYPR036W	YBR127C:1,YDL185W:1,YEL027W:1,YEL051W:1,YGR020C:1,YHR026W:1,YHR039C-A:1,YKL080W:1,YLR447C:1,YMR054W:1,YOR332W:1,YPL234C:1,YPR036W:1
RXN-ATPASEVv_c_FWD-YBR127CYDL185WYEL027WYEL051WYGR020CYHR026WYHR039C-AYKL080WYLR447CYOR270CYOR332WYPL234CYPR036W	ATPASEVv_c	YBR127CYDL185WYEL027WYEL051WYGR020CYHR026WYHR039C-AYKL080WYLR447CYOR270CYOR332WYPL234CYPR036W	YBR127C:1,YDL185W:1,YEL027W:1,YEL051W:1,YGR020C:1,YHR026W:1,YHR039C-A:1,YKL080W:1,YLR447C:1,YOR270C:1,YOR332W:1,YPL234C:1,YPR036W:1
RXN-ATPATF1_c_FWD-YDR530C	ATPATF1_c	YDR530C	YDR530C:1
RXN-ATPATF2_c_FWD-YCL050C	ATPATF2_c	YCL050C	YCL050C:1
RXN-ATPATF3_c_FWD-YCL050C	ATPATF3_c	YCL050C	YCL050C:1
RXN-ATPHs_c_FWD-SPONT	ATPHs_c		zeroCost
RXN-ATPM_c_FWD-SPONT	ATPM_c		zeroCost
RXN-ATPPRT_c_FWD-YER055C	ATPPRT_c	YER055C	YER055C:1
RXN-ATPS_m_FWD-Q0080Q0085Q0130YBL099WYBR039WYDL004WYDR298CYDR322C-AYDR377WYJR121WYKL016CYLR295CYML081C-AYPL078CYPL271W	ATPS_m	Q0080Q0085Q0130YBL099WYBR039WYDL004WYDR298CYDR322C-AYDR377WYJR121WYKL016CYLR295CYML081C-AYPL078CYPL271W	Q0080:1,Q0085:1,Q0130:1,YBL099W:1,YBR039W:1,YDL004W:1,YDR298C:1,YDR322C-A:1,YDR377W:1,YJR121W:1,YKL016C:1,YLR295C:1,YML081C-A:1,YPL078C:1,YPL271W:1
RXN-ATPS_m_FWD-Q0080Q0085Q0130YBL099WYBR039WYDL004WYDR298CYDR377WYJR121WYKL016CYLR295CYML081C-AYPL078CYPL271WYPR020W	ATPS_m	Q0080Q0085Q0130YBL099WYBR039WYDL004WYDR298CYDR377WYJR121WYKL016CYLR295CYML081C-AYPL078CYPL271WYPR020W	Q0080:1,Q0085:1,Q0130:1,YBL099W:1,YBR039W:1,YDL004W:1,YDR298C:1,YDR377W:1,YJR121W:1,YKL016C:1,YLR295C:1,YML081C-A:1,YPL078C:1,YPL271W:1,YPR020W:1
RXN-ATPt_c_en_FWD-SPONT	ATPt_c_en	SPONT	zeroCost
RXN-ATPt_c_en_REV-SPONT	ATPt_c_en	SPONT	zeroCost
RXN-ATPt_c_gm_FWD-SPONT	ATPt_c_gm	SPONT	zeroCost
RXN-ATPt_c_gm_REV-SPONT	ATPt_c_gm	SPONT	zeroCost
RXN-ATPt_c_l_FWD-SPONT	ATPt_c_l	SPONT	zeroCost
RXN-ATPt_c_l_REV-SPONT	ATPt_c_l	SPONT	zeroCost
RXN-ATPt_c_n_FWD-SPONT	ATPt_c_n	SPONT	zeroCost
RXN-ATPt_c_n_REV-SPONT	ATPt_c_n	SPONT	zeroCost
RXN-ATPt_c_r_FWD-SPONT	ATPt_c_r	SPONT	zeroCost
RXN-ATPt_c_r_REV-SPONT	ATPt_c_r	SPONT	zeroCost
RXN-ATPt_c_rm_FWD-SPONT	ATPt_c_rm	SPONT	zeroCost
RXN-ATPt_c_rm_REV-SPONT	ATPt_c_rm	SPONT	zeroCost
RXN-ATPt_c_vm_FWD-SPONT	ATPt_c_vm	SPONT	zeroCost
RXN-ATPt_c_vm_REV-SPONT	ATPt_c_vm	SPONT	zeroCost
RXN-BIOMASS_AERO_SC_RBA_FWD-SPONT	BIOMASS_AERO_SC_RBA	SPONT	zeroCost
RXN-BPNT_c_FWD-YOL064C	BPNT_c	YOL064C	YOL064C:1
RXN-BTDDH_c_FWD-YAL060W	BTDDH_c	YAL060W	YAL060W:1
RXN-BTDDH_c_REV-YAL060W	BTDDH_c	YAL060W	YAL060W:1
RXN-BTDt_c_e_FWD-SPONT	BTDt_c_e	SPONT	zeroCost
RXN-BTDt_c_e_REV-SPONT	BTDt_c_e	SPONT	zeroCost
RXN-BTNtps_e_FWD-YGR065C	BTNtps_e	YGR065C	YGR065C:1
RXN-BTS1_c_FWD-YGR286C	BTS1_c	YGR286C	YGR286C:1
RXN-BTS1_c_REV-YGR286C	BTS1_c	YGR286C	YGR286C:1
RXN-BUTt_c_e_FWD-YNL065W	BUTt_c_e	YNL065W	YNL065W:1
RXN-BUTt_c_e_REV-YNL065W	BUTt_c_e	YNL065W	YNL065W:1
RXN-BUTt_c_x_FWD-SPONT	BUTt_c_x	SPONT	zeroCost
RXN-BUTt_c_x_REV-SPONT	BUTt_c_x	SPONT	zeroCost
RXN-C14STR_c_FWD-YNL280C	C14STR_c	YNL280C	YNL280C:1
RXN-C22STDSy_c_FWD-YMR015C	C22STDSy_c	YMR015C	YMR015C:1
RXN-C24STR_r_FWD-YGL012W	C24STR_r	YGL012W	YGL012W:1
RXN-C3STDH1_c_FWD-YGL001C	C3STDH1_c	YGL001C	YGL001C:1
RXN-C3STDH2_c_FWD-YGL001C	C3STDH2_c	YGL001C	YGL001C:1
RXN-C3STKR1_c_FWD-YLR100W	C3STKR1_c	YLR100W	YLR100W:1
RXN-C3STKR2_c_FWD-YLR100W	C3STKR2_c	YLR100W	YLR100W:1
RXN-C4STMO1_c_FWD-YGR060W	C4STMO1_c	YGR060W	YGR060W:1
RXN-C4STMO2_c_FWD-YGR060W	C4STMO2_c	YGR060W	YGR060W:1
