Rxn,Flux
ACONTb_c,0.281202864568316
FMNRx2_c,2.0943380039e-05
EX_so4_e,-0.035765696595153
ARGSS_c,0.045971233194809
CERH324_r,1.3144123588e-05
FADt_c_m,8.692829348648614
DHORDfum_c,0.007525547742959
NDPK7_c,0.000159770800291
DCMPDA_c,0.000236683374143
CERt_g_r,0.000131441235876
ME2_m,0.229206334703291
TALA_c,2.308609833690987
3OACE240_rm,0.000131441235876
ILETRS_c,0.068803584817144
3HACD240_rm,0.000131441235876
IPPMIa_c,-0.102790599906719
IPMD_c,0.102790599906719
CYTK1_c,0.001708390388041
ERGSTt_r_rm,-999.9988588099098
GLUDy_c,4.392408477870582
H2Ot_c_e,-26.179187063153467
TPI_c,10.857263087861881
SHCHF_c,6.53086e-07
FACOAL180_l,1.5503548e-08
CERH126A_r,3.9432370763e-05
DHNPA2i_m,6.408089736e-06
ACGK_m,0.045971233194809
GK2_c,0.004050224441974
FADH2t_c_m,8.692829348648614
HCITR_m,0.08127026476642
PGCD_c,0.204651000123711
HCITS_m,0.08127026476642
ACS_c,0.069151368670061
CERH124A_r,3.9432370763e-05
HEMEAt_c_m,1.01673671e-07
EX_inost_e,-0.000367614383317
G3PD1i_m,0.848614971710223
CO2t_c_r,-0.000131441235876
FECRq6_m,0.007525547742959
G3PD1r_c,7.846006362496659
ADK1_c,1.457890054901582
COAt_c_l,-0.00386891516986
PIt_c_gm,-0.000102921622662
3HACD200_rm,0.000131441235876
LNS14DMy_c,0.001141190090179
FTHFL_c,-0.046552230379237
lumpFACS160_c,0.003178388720662
ADNK1_c,0.003786179059264
HISTRS_c,0.015547894591667
CITICITt_c_m,-0.068582801848015
GARFT_c,0.009039963916003
SHKK_c,3.085425906455988
ATPASEP2e_c,3.451369570680977
O2t_c_e,4.366195559496499
NDPK3_c,0.001311936213607
ADSL2i_c,0.009039963916003
METS_c,0.02770009495847
EX_h2o_e,26.179187063153467
ECOAR220_rm,0.000131441235876
TMDPK_c,8.68447741e-06
HSTPT_c,0.015547894591667
SUCDq6_m,0.007525547742959
EX_nh4_e,-1.533386412486101
ADK1_m,6.408089736e-06
DTMPK_c,0.000236683374143
ASPTRS_c,0.051542032224108
HCO3E_c,0.853666611064154
MTHFD_c,0.08018005280291
3OACE260_rm,6.5720617938e-05
H2Ot_c_rm,-0.006791065094615
PFK_c,10.859055073420148
HXCCOAt_c_rm,-6.5720617938e-05
CBPS_c,0.053496780937768
MTHFR3_c,0.02770009495847
PRMICI_c,0.015547894591667
IPPS_m,0.102790599906719
RLFC2O_m,5.900422116281297
ALCD2i2_c,12.983890588853258
GRTT_c,0.00228248185403
ASNS1_c,0.044962662813195
GCALDt_c_e,-6.408089736e-06
AHCYSt_c_rm,-0.002643682797085
GLYt_c_m,0.000335979795106
3C3HMPt_c_m,-0.102790599906719
lumpFACS180_c,0.001186028767118
PRATPP_c,0.015547894591667
AIRC1_c,0.009039963916003
PROTRS_c,0.040499516993968
DDPA_c,3.085425906455988
COAt_c_r,-0.000262882471752
HDCOAt_c_l,0.002145652786424
IPCS_g,0.000131441235876
MDH_c,-0.434860368095099
CO2t_c_e,23.646572096225217
PDMEMT_rm,0.000881227599028
NDPK5_c,0.000159770964077
ENO_c,20.74445352698013
CO2t_c_rm,-0.000460044325567
HSK_c,0.120943436892237
4ABZt_c_m,6.408089736e-06
GLUPRT_c,0.009039963916003
DNTPPA_c,6.408089736e-06
OCDCEAt_c_l,-1.0286973018e-05
IMPD_c,0.004050224441974
LACPYRt_c_m,5.10564280049006
Ht_c_r,0.002597839146462
AMPt_c_l,-5.8459637e-08
THRTRS_c,0.060815891851019
DHAPt_c_m,7.844214376938392
ODECOAt_c_rm,-0.000787237751932
THRD_L_c,0.060127545041218
compCER_r,0.000131441235876
NADS2_c,0.000619248051423
ATPPRT_c,0.015547894591667
3HACD260_rm,6.5720617938e-05
CYTK2_c,-0.000236683374143
KARA1i_m,0.183014318539354
PYDXNtps_e,1.1927875675e-05
MALCOAt_c_rm,0.000460044325567
TTCCOAt_c_r,6.5720617938e-05
ACONTa_c,0.281202864568316
PRAGSi_c,0.009039963916003
3DSPHR_r,0.000131441235876
LACtps_m,0.794779315791238
TAGt_l_rm,0.000234362858539
DHQTi_c,3.085425906455988
PRFGS_c,0.009039963916003
TRDR_c,0.033382863345423
TTCCOAt_c_rm,-6.5720617938e-05
FBA_c,10.859055073420148
PGK_c,20.949104527103838
TRPS1_c,0.009602438586813
FCLT_m,4.1344388389e-05
OCBT_c,0.045971233194809
PAILt_c_rm,-0.00023617314744
DPMVD_c,0.00684744556209
INOSTtps_e,0.000367614383317
GLCt_c_e,13.21
PMTCOAt_c_l,0.000731119946766
OMPDC_c,0.007525547742959
O2t_c_m,4.350239668125711
LNSTLS_c,0.001141190090179
H2Ot_c_gm,0.000102921622662
AASADy_c,0.08127026476642
TMDS_c,0.000236683374143
TRPTRS_c,0.009602438586813
Ktps_e,0.061405074001505
CERH124B_r,1.3144123588e-05
HDCEAt_c_l,-2.8058220523e-05
CHORS_c,3.085425906455988
CMPt_c_rm,-0.001689063935605
G3PAT_l,0.001791985558267
HMGCOAt_c_m,-0.00684744556209
PHETRS_c,0.052476217635423
HEME3_c,4.1242714718e-05
EX_nac_e,-0.000619248051423
HEX1_c,13.21
AMETt_c_rm,0.002643682797085
FUM_c,0.075548831176508
PPBNGS_1_c,0.000167989897553
CDPDAGS_rm,0.001689063935605
PPNCL2_c,1.9326452436e-05
NADHt_c_rm,0.003165510384524
ACCOAC_c,0.032196995507148
CERH2A26_r,2.6288247175e-05
ODECOAt_c_l,0.000787237751932
C4STMO1_c,0.001141190090179
PMEMT_rm,0.000881227599028
RNDR2_c,0.000159770964077
PAP_gm,0.000102921622662
RIBFLVt_c_e,0.000237343877251
GAPD_c,20.949104527103838
PRPPS_c,0.042335092888865
PEMT_rm,0.000881227599028
GLNTRS_c,0.050289543816733
EX_zn2_e,-0.000271961123121
METAT_c,0.003786179059264
EX_h_e,3.352371081806389
C3STDH2_c,0.001141190090179
GND_c,3.882738687505839
THMtps_e,8.68447741e-06
UPP3S_c,4.1997474388e-05
EX_cobalt2_e,-9.184723397e-06
NNATi_c,0.000619248051423
TAGt_c_rm,-0.000234362858539
ACOADS180_rm,0.000849682846504
EX_gcald_e,6.408089736e-06
STATg161_rm,0.000170174751596
STCOAt_c_l,0.000204904684738
PSP_L_c,0.204651000123711
RNDR1_c,0.00023668253178
UPP3MT_2_c,6.53086e-07
EX_co2_e,23.646572096225217
H2Ot_c_l,5.0639654423e-05
OMCDC_c,0.102790599906719
AGPAT_l,0.001791985558267
ECOAR240_rm,0.000131441235876
P5CR_c,0.040499516993968
ARGSL_c,0.045971233194809
ICDHyi_m,0.068582801848015
AFAT_c,0.000114870185051
G3PDf_m,8.692829348648614
ASAD_c,0.153533392567369
SERt_c_r,0.000131441235876
5AOPt_c_m,-0.000335979795106
PC_c,0.767972834619238
AKGt_c_e,-1000.0000000000001
DICAT7_c,1.984019401e-06
NAMNPP_c,0.000619248051423
PRAMPC_c,0.015547894591667
ASNTRS_c,0.044962662813195
3MOPt_c_m,-0.068803584817144
ANPRT_c,0.009602438586813
PDX5POi_c,1.1927875675e-05
H2Ot_c_r,-0.001325207820406
PMEVK_c,0.00684744556209
GTHP_c,1.1927875675e-05
ACACT40ir_m,0.00684744556209
ILETA_c,-0.068803584817144
PMTCOAt_c_rm,0.00231582753802
CERS126_r,6.5720617938e-05
C4STMO4_c,0.001141190090179
UPPDC1_c,4.1344388389e-05
MALt_c_e,1000.0000000000001
3OACR220_rm,0.000131441235876
PItps_e,0.030151026732501
HMGCOAS_m,0.00684744556209
IG3PS_c,0.015547894591667
SHK3Di_c,3.085425906455988
G6PDH2i_c,3.882738687505839
HEMEOS_m,1.01673671e-07
IGPS_c,0.009602438586813
GLYC3Pt_c_l,0.001791985558267
PPIt_c_m,1.445422921210397
TYRTA_c,0.033520251440142
EX_mg2_e,-0.006548582133735
GHMT2r_c,0.108116831135524
HISTD_c,0.015547894591667
C14STR_c,0.001141190090179
GLYTRS_c,0.098740887424415
HOMOX_m,1.01673671e-07
PPA_m,1.445429430973803
UMPK_c,0.007525547742959
CTPS2_c,0.003364470426393
FMNH_c,-0.000136649384326
SHCHD2_c,6.53086e-07
ADPATPt_c_m,9.855294241878587
SERPT_r,0.000131441235876
PSCIT_c,3.085425906455988
DGAT_l,0.000285002512962
CERS124_r,6.5720617938e-05
IPDDI_c,0.00228248185403
G5SADr_c,0.040499516993968
CA2tps_c_e,0.000130801398557
AHCi_c,0.003786179059264
CHLSTI_c,0.001141190090179
GMPS2_c,0.004050224441974
EX_fe2_e,-0.000109691759735
ETOHt_c_e,12.983890588853258
DHNPTt_c_m,6.408089736e-06
DAGt_c_rm,-0.000234362858539
PYDXNK_c,1.1927875675e-05
RLFC2O_c,2.792407232367316
compFALPD_l,-5.0639654423e-05
ORPT_c,-0.007525547742959
C3STKR1_c,0.001141190090179
FOLD3_m,6.408089736e-06
COAt_c_m,0.00684744556209
PMTCOAt_c_r,0.000131441235876
HSDx_c,0.153533392567369
DHQS_c,3.085425906455988
EX_pnto__R_e,-1.9326452436e-05
LYSTRS_c,0.08127026476642
MN2tps_c_e,1.0456928968e-05
HXCCOAt_c_r,6.5720617938e-05
HMGCOAR_c,0.00684744556209
THRS_c,0.120943436892237
FE2t_c_e,0.000109691759735
PNTOtps_e,1.9326452436e-05
CS_m,0.281202864568316
ATPS_m,3.300426097084289
SUCFUMt_c_m,0.007525547742959
PEt_rm_vm,-0.00111805221222
PSD_vm,0.00111805221222
SQLS_c,0.001141190090179
CPPPGO_c,4.1344388389e-05
RPI_c,2.350944926579853
ORNtpa_m,0.045971233194809
EX_4abz_e,-6.408089736e-06
DHFS_1_c,6.408089736e-06
FRDPt_c_m,1.01673671e-07
TAGL_l,5.0639654423e-05
GLUt_c_m,0.275513547693206
CERH2A24_r,2.6288247175e-05
3HACD220_rm,0.000131441235876
SQLt_c_r,0.001141190090179
G5SDy_c,0.040499516993968
FACOAL161_l,2.5822864e-08
