ENZSYN-YAL060W	 0.000000000000000E+00
ENZSYN-GSC2RHO1	 3.562633533122464E-07
ENZSYN-GSC1RHO1	 0.000000000000000E+00
ENZSYN-YPR159W	 4.193559789142454E-07
ENZSYN-YGR143W	 0.000000000000000E+00
ENZSYN-YIL020C	 4.012161368469051E-07
ENZSYN-YHR037W	 0.000000000000000E+00
ENZSYN-YOL066C	 0.000000000000000E+00
ENZSYN-YBR153W	 0.000000000000000E+00
ENZSYN-YNL256W	 2.226299263829343E-08
ENZSYN-YJL060W	 1.578503178559441E-06
ENZSYN-YER152C	 0.000000000000000E+00
ENZSYN-YGL202W	 0.000000000000000E+00
ENZSYN-YHR063C	 0.000000000000000E+00
ENZSYN-YGL009C	 4.239056296298646E-06
ENZSYN-YOR108W	 0.000000000000000E+00
ENZSYN-YHR208W	 2.141241419758640E-06
ENZSYN-YJR148W	 6.349801484939188E-08
ENZSYN-YHR137W	 2.920244290252113E-06
ENZSYN-YDR234W	 3.157006357118882E-06
ENZSYN-YPR001W	 0.000000000000000E+00
ENZSYN-YOL064C	 3.092050715865685E-06
ENZSYN-YOR360C	 0.000000000000000E+00
ENZSYN-YGL248W	 0.000000000000000E+00
ENZSYN-YDR487C	 0.000000000000000E+00
ENZSYN-YDR127W	 1.358692133560063E-06
ENZSYN-YBR265W	 2.729033666564087E-07
ENZSYN-YDR035W	 0.000000000000000E+00
ENZSYN-YBR249C	 4.506170015750714E-06
ENZSYN-YDR376W	 0.000000000000000E+00
ENZSYN-YPL252C	 0.000000000000000E+00
ENZSYN-YLR231C	 1.920442824390569E-07
ENZSYN-YKR009C	 0.000000000000000E+00
ENZSYN-YJR025C	 0.000000000000000E+00
ENZSYN-YER175C	 0.000000000000000E+00
ENZSYN-YCL018W	 2.740896154166704E-06
ENZSYN-YGR087C	 6.143284405932641E-08
ENZSYN-YLR044C	 0.000000000000000E+00
ENZSYN-YLR134W	 0.000000000000000E+00
ENZSYN-YBR176W	 0.000000000000000E+00
ENZSYN-YNR033W	 0.000000000000000E+00
ENZSYN-YMR289W	 0.000000000000000E+00
ENZSYN-YGR019W	 0.000000000000000E+00
ENZSYN-YCR053W	 2.768412596825856E-06
ENZSYN-YOR163W	 0.000000000000000E+00
ENZSYN-YLR410W	 0.000000000000000E+00
ENZSYN-YDR017C	 0.000000000000000E+00
ENZSYN-YLR017W	 0.000000000000000E+00
ENZSYN-YER037W	 0.000000000000000E+00
ENZSYN-YGL224C	 0.000000000000000E+00
ENZSYN-YOR155C	 0.000000000000000E+00
ENZSYN-YGR061C	 3.672952829417131E-06
ENZSYN-YPL023C	 3.927089919899758E-07
ENZSYN-YGL125W	 0.000000000000000E+00
ENZSYN-YDR232W	 5.458363260712976E-07
ENZSYN-YER091C	 4.361863210755037E-05
ENZSYN-YJR024C	 0.000000000000000E+00
ENZSYN-YPR118W	 0.000000000000000E+00
ENZSYN-YOL136C	 0.000000000000000E+00
ENZSYN-YIL107C	 0.000000000000000E+00
ENZSYN-YGR248W	 3.279847034283440E-06
ENZSYN-YHR163W	 0.000000000000000E+00
ENZSYN-YAR069W-A	 0.000000000000000E+00
ENZSYN-YHR214W-F	 0.000000000000000E+00
ENZSYN-YLR355C	 1.856642502422461E-05
ENZSYN-YKL192C	 0.000000000000000E+00
ENZSYN-YIL160C	 0.000000000000000E+00
ENZSYN-YPL028W	 4.915327360409876E-07
ENZSYN-YMR207C	 0.000000000000000E+00
ENZSYN-YBL015W	 0.000000000000000E+00
ENZSYN-YLR153C	 0.000000000000000E+00
ENZSYN-YER069W	 2.398708036693078E-06
ENZSYN-YBR092C	 0.000000000000000E+00
ENZSYN-YHR215W	 0.000000000000000E+00
ENZSYN-YBR093C	 0.000000000000000E+00
ENZSYN-YAR071W	 0.000000000000000E+00
ENZSYN-YPR002W	 0.000000000000000E+00
ENZSYN-YOL140W	 8.531886932794491E-07
ENZSYN-YPL148C	 0.000000000000000E+00
ENZSYN-YGL205W	 0.000000000000000E+00
ENZSYN-YCR048W	 1.221571759818800E-08
ENZSYN-YNR019W	 4.482519489696606E-09
ENZSYN-YJL091C	 0.000000000000000E+00
ENZSYN-YNL141W	 0.000000000000000E+00
ENZSYN-YML022W	 0.000000000000000E+00
ENZSYN-YDR441C	 0.000000000000000E+00
ENZSYN-YJR105W	 2.719909241873938E-07
ENZSYN-YML035C	 0.000000000000000E+00
ENZSYN-YER043C	 2.502508140620082E-05
ENZSYN-YOL052C	 0.000000000000000E+00
ENZSYN-YNR058W	 0.000000000000000E+00
ENZSYN-YJL005W	 0.000000000000000E+00
ENZSYN-YDR226W	 5.804398714876510E-05
ENZSYN-YDL166C	 0.000000000000000E+00
