Rxn,13ppd,2phetoh,3hppa,3hppb,4hbz,arte,btd,btoh,citm,cou,hdca,hxdcol,ibutoh,lac__L,muco,nrgn,odealc,pmtalc,polyhb,retcln,rsvtol,sesqt,skm,stalc,styr,tag
3OACE200_rm,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,1.7525498117e-05,1.7525498117e-05,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,1.7525498117e-05,0.000131441235876,4.0336082843e-05
3OACE220_rm,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,1.7525498117e-05,1.7525498117e-05,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,1.7525498117e-05,0.000131441235876,4.0336082843e-05
3OACE240_rm,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,1.7525498117e-05,1.7525498117e-05,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,1.7525498117e-05,0.000131441235876,4.0336082843e-05
3OACE260_rm,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,8.762749058e-06,8.762749058e-06,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,8.762749058e-06,6.5720617938e-05,2.0168041422e-05
3OACR200_rm,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,1.7525498117e-05,1.7525498117e-05,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,1.7525498117e-05,0.000131441235876,4.0336082843e-05
3OACR220_rm,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,1.7525498117e-05,1.7525498117e-05,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,1.7525498117e-05,0.000131441235876,4.0336082843e-05
3OACR240_rm,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,1.7525498117e-05,1.7525498117e-05,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,1.7525498117e-05,0.000131441235876,4.0336082843e-05
3OACR260_rm,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,8.762749058e-06,8.762749058e-06,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,6.5720617938e-05,8.762749058e-06,6.5720617938e-05,2.0168041422e-05
4ABTORx_c,32.41010746992671,,,,,,,,,,,,,0.123234828014716,,,,,,,,,,,,
4ABTORy_c,-32.41010746992671,,,,,,,,,,,,,-0.123234828014716,,,,,,,,,,,,
4ABUTt_c_m,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
4ABZt_c_e,-6.408089736e-06,-6.408089736e-06,-6.408089736e-06,-6.408089736e-06,-6.408089736e-06,-6.408089736e-06,-6.408089736e-06,-6.408089736e-06,-6.408089736e-06,-6.408089736e-06,-6.408089736e-06,-6.408089736e-06,-6.408089736e-06,-6.408089736e-06,-6.408089736e-06,-6.408089736e-06,-8.54411965e-07,-8.54411965e-07,-6.408089736e-06,-6.408089736e-06,-6.408089736e-06,-6.408089736e-06,-6.408089736e-06,-8.54411965e-07,-6.408089736e-06,-1.96648515e-06
4ABZt_c_m,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,8.54411965e-07,8.54411965e-07,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,8.54411965e-07,6.408089736e-06,1.96648515e-06
4HBZ1,,,,,8.896724538952684,,,,,,,,,,,,,,,,,,,,,
4HBZ2,,,,,8.831784502756156,,,,,,,,,,,,,,,,,,,,,
4HBZ3,,,,,8.831784502756156,,,,,,,,,,,,,,,,,,,,,
4HBZt_c_m,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,
5AOPt_c_m,-0.00149652078378,-0.001472533711791,-0.00364257452976,-0.002333372555312,-0.002835038604478,-0.002608154076078,-0.00070129054459,-0.001971675544032,-0.003048180949192,-0.001957956895027,-0.002960466203782,-0.0027821088291,-1.2075540337e-05,-0.000658230991708,-0.001876211254964,-0.003387378487023,-2.3288884766e-05,-2.3719369869e-05,-0.002958462983629,-0.003251418609411,-0.003387378452756,-0.003016716958565,-0.001794786263628,-2.3672867681e-05,-0.001898356895474,-0.000148966010708
AASADy_c,0.035724622578449,0.032168363762917,0.075723537771106,0.041270026019521,0.05217092370856,0.054667601969166,0.057686729977292,0.035900969169537,0.054162666562868,0.038474085322971,0.131645480362369,0.128806641015848,0.02606421511892,0.01581513547285,0.034333478069896,0.062740265979185,0.000445097852109,0.000903420144778,0.060423659869045,0.179459549929564,0.06274026574493,0.060796615269253,0.035526631363036,0.000417595951188,0.038019094767883,0.007105618856517
AATA_c,0.035724622578449,0.032168363762917,0.075723537771106,0.041270026019521,0.05217092370856,0.054667601969166,0.057686729977292,0.035900969169537,0.054162666562868,0.038474085322971,0.131645480362369,0.128806641015848,0.02606421511892,0.01581513547285,0.034333478069896,0.062740265979185,0.000445097852109,0.000903420144778,0.060423659869045,0.179459549929564,0.06274026574493,0.060796615269253,0.035526631363036,0.000417595951188,0.038019094767883,0.007105618856517
ABTA_c,,,,,,,,,,,,,,,,,,,,0.72170191597906,,,,,,
ABTt_c_e,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
ACACT100i_x,,,,0.018744871840124,,,,,,,,,,,,,,,,,,,,,,
ACACT120i_x,,,,0.018744871840124,,,,,,,,,,,,,,,,,,,,,,
ACACT140i_x,,,,0.018744871840124,,,,,,,,,,,,,,,,,,,,,,
ACACT141bi_x,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
ACACT160i_x,,,,0.018744871840124,,,,,,,,,,,,,,,,,,,,,,
ACACT161bi_x,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
ACACT180i_x,,,,0.018744871840124,,,,,,,,,,,,,,,,,,,,,,
ACACT40i_x,,,,0.018744871840124,,,,,,,,,,,,,,,,,,,,,,
ACACT40ir_c,,,,0.00684744556209,,0.778692643798788,,,,,,,0.00684744556209,,,,,,12.95383819373153,,,1.055656893562771,,,,
ACACT40ir_m,0.00684744556209,0.00684744556209,0.00684744556209,0.0,0.00684744556209,7.603426389955097,0.00684744556209,0.00684744556209,0.00684744556209,0.00684744556209,0.00684744556209,0.00684744556209,0.0,0.00684744556209,0.00684744556209,0.00684744556209,0.000912992742089,0.000912992742089,0.00684744556209,0.00684744556209,0.00684744556209,7.590699380290919,0.00684744556209,0.000912992742089,0.00684744556209,0.002101312647775
ACACT60i_x,,,,0.018744871840124,,,,,,,,,,,,,,,,,,,,,,
ACACT80i_x,,,,0.018744871840124,,,,,,,,,,,,,,,,,,,,,,
ACALDt_c_e,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
ACCOAC_c,0.032196995507148,0.032196995507148,18.757151565250613,0.182155970227351,0.032196995507148,0.032196995507148,0.032196995507148,0.032196995507148,0.032196995507148,0.032196995507148,16.87236963777363,16.478223199012014,0.032196995507148,0.032196995507148,0.032196995507148,11.332890534908872,0.814215849155296,0.809609230870481,0.032196995507148,0.032196995507148,11.332890503689772,0.032196995507148,0.032196995507148,0.825378015428137,0.032196995507148,2.823899043617358
ACGAM6PS_c,,,,,,,,,,,,,,,,,0.000491769912951,0.00045065652955,,,,,,0.00049399288926,,0.000761463367769
ACGAMPM_c,,,,,,,,,,,,,,,,,0.000491769912951,0.00045065652955,,,,,,0.00049399288926,,0.000761463367769
ACGK_m,0.043405959598106,0.019262387049817,0.049986444294789,0.025546336264443,0.066441985183847,0.108104032639955,1.093417443068859,0.044359616528422,1.519153517887422,0.02294018315643,0.076696941583146,0.074989600144311,0.016889898962963,0.009505171006871,0.020395177876427,0.040461902067077,0.001277038089906,0.000413630355397,1.622346847073771,2.582521065756774,0.040462095026165,1.037981885854083,0.021013498320934,0.001366807981018,0.022826755084073,0.004177015682828
ACHBS_m,0.031873459002803,0.028368805359499,0.071007120804778,0.036824634197332,0.045904697449064,0.04604166836273,0.053788100650867,0.031275466593652,0.048488173375664,0.033980824745711,0.118853147447812,0.116272358342188,0.021877575252255,0.014444225036,0.030181220656913,0.057500591727177,0.000386799262004,0.000796529759817,0.053286376530661,0.155222023671039,0.05750078480951,0.051644623825576,0.031349478200354,0.000366212816692,0.033626379970461,0.006496346505396
ACLS_m,0.082577258661958,0.077423111040315,0.187908142369961,0.103488657902637,0.127420536669708,0.128545305117312,0.142650511865251,0.087088130400376,0.432612257655997,0.093536407944579,0.305887161904254,0.298515958046347,12.710232395265674,0.040363172838907,0.085154723020508,0.156426405812977,0.000454305376171,0.00150191596175,0.46140810089824,0.409164507442755,0.156426115443314,0.143900133819488,0.087178515319558,0.000409095155648,0.092193920588182,0.016718698782216
ACOADS160_rm,0.00231582753802,0.00231582753802,0.00231582753802,0.00231582753804,0.00231582753802,0.00231582753802,0.00231582753802,0.00231582753802,0.00231582753802,0.00231582753802,0.00231582753802,0.00231582753802,0.00231582753802,0.00231582753802,0.00231582753802,0.00231582753802,0.000308777005069,0.000308777005069,0.00231582753802,0.00231582753802,0.00231582753802,0.00231582753802,0.00231582753802,0.000308777005069,0.00231582753802,0.215776797512445
ACOADS180_rm,0.000849682846504,0.000849682846504,0.000849682846504,0.000849682846458,0.000849682846504,0.000849682846504,0.000849682846504,0.000849682846504,0.000849682846504,0.000849682846504,0.000849682846504,0.000849682846504,0.000849682846504,0.000849682846504,0.000849682846504,0.000849682846504,0.101353655598827,0.000113291046201,0.000849682846504,0.000849682846504,0.000849682846504,0.000849682846504,0.000849682846504,0.000113291046201,0.000849682846504,0.079169050359132
ACOAO100_x,,,,0.018744871840124,,,,,,,,,,,,,,,,,,,,,,
ACOAO120_x,,,,0.018744871840124,,,,,,,,,,,,,,,,,,,,,,
ACOAO121a_x,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
ACOAO140_x,,,,0.018744871840124,,,,,,,,,,,,,,,,,,,,,,
ACOAO141b_x,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
ACOAO160_x,,,,0.018744871840124,,,,,,,,,,,,,,,,,,,,,,
ACOAO161b_x,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
ACOAO180_x,,,,0.018744871840124,,,,,,,,,,,,,,,,,,,,,,
ACOAO40_x,,,,0.018744871840124,,,,,,,,,,,,,,,,,,,,,,
ACOAO60_x,,,,0.018744871840124,,,,,,,,,,,,,,,,,,,,,,
ACOAO80_x,,,,0.018744871840124,,,,,,,,,,,,,,,,,,,,,,
ACONTa_c,2.761021163281467,1.014520246971046,2.352834504045671,0.168703846561136,3.273989054621041,0.212274741281714,0.636258128811624,0.141297634924517,0.216746636854738,0.597118374288133,1.061478334073608,0.835997486555656,0.101888811958549,0.928882024711519,1.062833921872135,0.671368815961441,0.148809624422782,0.131987863859108,0.23571620133726,1.376190581189678,0.671369178167783,0.235378941048508,1.045210511674066,0.131445865342341,0.616113135655978,0.30023498303555
ACONTb_c,2.761021163281467,1.014520246971046,2.352834504045671,0.168703846561136,3.273989054621041,0.212274741281714,0.636258128811624,0.141297634924517,0.216746636854738,0.597118374288133,1.061478334073608,0.835997486555656,0.101888811958549,0.928882024711519,1.062833921872135,0.671368815961441,0.148809624422782,0.131987863859108,0.23571620133726,1.376190581189678,0.671369178167783,0.235378941048508,1.045210511674066,0.131445865342341,0.616113135655978,0.30023498303555
ACOTAi_m,0.043405959598106,0.019262387049817,0.049986444294789,0.025546336264443,0.066441985183847,0.108104032639955,1.093417443068859,0.044359616528422,1.519153517887422,0.02294018315643,0.076696941583146,0.074989600144311,0.016889898962963,0.009505171006871,0.020395177876427,0.040461902067077,0.001277038089906,0.000413630355397,1.622346847073771,2.582521065756774,0.040462095026165,1.037981885854083,0.021013498320934,0.001366807981018,0.022826755084073,0.004177015682828
ACS_c,0.048933410780211,0.048540360067446,18.791390349848974,0.340618419142519,0.056387714212954,2.39264187800283,0.060491538130997,0.049231960368058,13.031951360731972,0.050986433269949,19.33329014015833,18.881588061171065,0.216002816404681,0.042657719359549,0.049292040150835,11.361250836344542,0.91665193444482,0.925963635523918,25.9666393805112,0.104257901933183,11.361250805036352,3.226326129954858,0.04970872399211,0.929203495752616,0.050863740747711,3.216301349476784
ADK1_c,0.857313958617411,0.831103726770307,20.247270660312704,1.244445876820083,1.061060540686199,3.40143277624999,1.561587166098021,0.867289988376524,14.137109105181954,0.903048769437353,21.725881424794967,21.219686753592438,0.927162031326249,0.652832735976364,0.860419236289454,16.336943816718648,0.94054166170538,0.957886498009217,27.17302996751793,9.602398947257408,16.336943288070053,4.34338466550205,0.870825858501146,0.952654731177625,0.89772358626522,3.36309734913521
ADK1_m,,,,,,,6.408089736e-06,,,,,,,,,,,8.54411965e-07,,,,,,,,
ADK3_m,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,,,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,6.408089736e-06,,6.408089736e-06,1.96648515e-06
ADNK1_c,0.004158799735868,0.00415280296787,0.004695313172363,0.004368012678751,0.004493429191042,0.004436708058942,0.003785831930163,0.004277588425931,0.004546714777221,0.004274158763679,0.004524786090868,0.004480196747198,0.003787688425007,0.00394922728785,0.004253722353664,0.004631514161678,0.000152159330838,0.000152160157018,0.00452428528583,6.359306444181585,0.004631514153112,0.004538848779564,0.00423336610583,0.000152159287562,0.004259258763791,0.001161515226706
ADPATPt_c_m,26.959058254847086,25.36306580063461,68.05142293960037,36.65101121875939,49.33475469720771,44.71336476732316,12.328659649253412,29.245668158035496,55.48711375679947,33.035371236460385,55.84108898191751,52.58641692490048,1.972043012875996,11.769203053577574,32.105109829289,61.52012722081269,3.287465654531669,3.332068710613941,57.950592554153786,57.646293910280846,61.5201264172225,52.43350530992417,30.74125423295455,3.327300757382408,32.058813956797586,9.256469889763626
ADPt_c_en,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
ADPt_c_n,-0.05994242341366,-0.067115224930316,-0.007784220597463,-0.038610587505517,-0.010036433829012,-0.008018104873653,-0.005519413575932,-0.057381430847989,-0.005648411803305,-0.049071435817866,-0.012585256913517,-0.012306570435987,-0.086247706293777,-0.111070173445223,-0.059689510115029,-0.006531870433603,-0.004318316429833,-0.004317649644687,-0.006119050507319,-0.016396466240906,-0.006531870411886,-0.006068898620243,-0.057096232295945,-0.004318356941461,-0.050413328105594,-0.005769845350207
ADSK_c,0.012371997785283,0.011978947072518,0.029874367110583,0.015567426699934,0.019826301218026,0.020002533611536,0.023930125136068,0.012670547373129,0.02029539807876,0.014425020275021,0.050817136001705,0.049568129884857,0.010720294228042,0.00609630636462,0.012730627155906,0.023995883947887,0.000122028492243,0.000276640344155,0.022401580053211,0.067696488938255,0.0239958838588,0.022794036271618,0.013147310997181,0.000113929766784,0.014302327752783,0.002505700261813
ADSL1r_c,0.038148494505021,0.040847379877894,0.029612129283606,0.031719318506413,0.022752260109219,0.021409540433913,0.020279474266919,0.037355706477345,0.020786647112076,0.034995741008412,0.044906220116953,0.043844696794451,0.046364960284953,0.054696406306169,0.038494185328552,0.025151685816724,0.002000637824467,0.002117586852387,0.022100442723687,0.064697395314632,0.025151589151497,0.02258626549567,0.037526734824536,0.001993453277996,0.035335815530346,0.004855341606006
ADSL2i_c,0.054165020590329,0.060418941562074,0.009215910806673,0.0355716607256,0.0106666261137,0.008905324166744,0.006700662396251,0.051939430631584,0.006857281132084,0.04469023716316,0.01450715832326,0.014198407327483,0.077090177963376,0.09873543149783,0.053948204776502,0.00783111187573,0.003892395667402,0.003893063891105,0.007376373767266,0.019542297899681,0.007831111851857,0.007326992613508,0.051686537286437,0.003892362590822,0.04585973924649,0.005333714230629
ADSS_c,0.038148494505021,0.040847379877894,0.029612129283606,0.031719318506413,0.022752260109219,0.021409540433913,0.020279474266919,0.037355706477345,0.020786647112076,0.034995741008412,0.044906220116953,0.043844696794451,0.046364960284953,0.054696406306169,0.038494185328552,0.025151685816724,0.002000637824467,0.002117586852387,0.022100442723687,0.064697395314632,0.025151589151497,0.02258626549567,0.037526734824536,0.001993453277996,0.035335815530346,0.004855341606006
AFAT_c,4.373411757e-06,2.707081113e-06,4.945009329e-06,3.526476374e-06,5.140059168e-06,9.429255075e-06,5.196246776e-06,7.120554398e-06,5.022215813e-06,2.390620477e-06,4.698384352e-06,4.423126492e-06,1.857590572e-06,2.313251123e-06,2.795807925e-06,3.044819302e-06,1.57011825e-07,1.55735728e-07,5.45943102e-06,5.8378412492e-05,3.04481951e-06,1.1378261106e-05,2.800725399e-06,1.54814139e-07,2.402038561e-06,4.54682519e-07
AGPAT_l,0.001817305385479,0.001791985558267,0.001791985558267,0.001817305385321,0.001791985558267,0.001817305385479,0.001817305385479,0.001817305385479,0.001817305385479,0.001791985558267,0.001791985558267,0.001791985558267,0.001817305385479,0.001791985558267,0.001791985558267,0.001791985558267,0.000238931407769,0.000238931407769,0.001817305385479,0.001817305385479,0.001791985558267,0.001817305385479,0.001791985558267,0.000238931407769,0.001791985558267,0.129815186243409
AGPRi_m,0.043405959598106,0.019262387049817,0.049986444294789,0.025546336264443,0.066441985183847,0.108104032639955,1.093417443068859,0.044359616528422,1.519153517887422,0.02294018315643,0.076696941583146,0.074989600144311,0.016889898962963,0.009505171006871,0.020395177876427,0.040461902067077,0.001277038089906,0.000413630355397,1.622346847073771,2.582521065756774,0.040462095026165,1.037981885854083,0.021013498320934,0.001366807981018,0.022826755084073,0.004177015682828
AGTi_c,,,,,,,0.423099751181036,,,,,,,,,,0.000309003215028,,,,,,,0.000343773519674,,
AHCYSt_c_rm,-0.002643682797085,-0.002643682797085,-0.002643682797085,-0.002643682797085,-0.002643682797085,-0.002643682797085,-0.002643682797085,-0.002643682797085,-0.002643682797085,-0.002643682797085,-0.002643682797085,-0.002643682797085,-0.002643682797085,-0.002643682797085,-0.002643682797085,-0.002643682797085,,,-0.002643682797085,-0.002643682797085,-0.002643682797085,-0.002643682797085,-0.002643682797085,,-0.002643682797085,-0.000811281236083
AHCi_c,0.004158799735868,0.00415280296787,0.004695313172363,0.004368012678751,0.004493429191042,0.004436708058942,0.003785831930163,0.004277588425931,0.004546714777221,0.004274158763679,0.004524786090868,0.004480196747198,0.003787688425007,0.00394922728785,0.004253722353664,0.004631514161678,0.000152159330838,0.000152160157018,0.00452428528583,6.359306444181585,0.004631514153112,0.004538848779564,0.00423336610583,0.000152159287562,0.004259258763791,0.001161515226706
AHSERL2_c,0.012371997785283,0.011978947072518,0.029874367110583,0.011289600088337,0.019826301218026,0.020002533611536,0.023930125136068,0.012670547373129,0.02029539807876,0.014425020275021,0.050817136001705,0.049568129884857,0.007286047927452,0.00609630636462,0.012730627155906,0.023995883947887,0.000122028492243,0.000276640344155,0.022401580053211,0.067696488938255,0.0239958838588,0.022794036271618,0.013147310997181,0.000113929766784,0.014302327752783,0.002505700261813
AICART_c,0.06484983379342,0.070675808793954,0.033798509971322,0.049104067116884,0.027674666253356,0.025455816865436,0.023281097573996,0.062929571755975,0.023798755033817,0.056949262203281,0.051784666824987,0.050572549724948,0.084568211744981,0.103698602025332,0.065076886725287,0.028647073037208,0.003899565736575,0.004016878853882,0.025376923788086,0.073691352335587,0.028646976360808,0.025833496122565,0.06298145743259,0.003892362590822,0.057875560858193,0.007413243793724
AIRC1_c,0.054165020590329,0.060418941562074,0.009215910806673,0.0355716607256,0.0106666261137,0.008905324166744,0.006700662396251,0.051939430631584,0.006857281132084,0.04469023716316,0.01450715832326,0.014198407327483,0.077090177963376,0.09873543149783,0.053948204776502,0.00783111187573,0.003892395667402,0.003893063891105,0.007376373767266,0.019542297899681,0.007831111851857,0.007326992613508,0.051686537286437,0.003892362590822,0.04585973924649,0.005333714230629
