Rxn,3hppa,3hppb,4hbz,btd,btoh,citm,cou,hdca,hxdcol,ibutoh,muco,nrgn,retcln,rsvtol,sesqt,tag
PSP_L_c,0.023623854577862,0.351713113789665,0.073232625274087,0.015127528712348,0.127901990602932,0.05747219213066,0.064112702440403,0.038761194047903,0.041054039121559,0.095096634648196,0.078815065667841,0.076545383528284,0.66564690245973,0.076545383538573,0.047089490154022,0.002133251516883
PSSA_rm,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.000405520370063
PSt_c_rm,-0.000203397340068,-0.000203397340068,-0.000203397340068,-0.000203397340068,-0.000203397340068,-0.000203397340068,-0.000203397340068,-0.000203397340068,-0.000203397340068,-0.000203397340068,-0.000203397340068,-0.000203397340068,-0.000203397340068,-0.000203397340068,-0.000203397340068,-6.2417641651e-05
PSt_mm_rm,,,,,-0.00111805221222,,,,,,,,,,,
PSt_rm_vm,0.00111805221222,0.00111805221222,0.00111805221222,0.00111805221222,,0.00111805221222,0.00111805221222,0.00111805221222,0.00111805221222,0.00111805221222,0.00111805221222,0.00111805221222,0.00111805221222,0.00111805221222,0.00111805221222,0.000343102728412
PTPAT_c,1.932502564e-05,1.932502564e-05,1.932502564e-05,1.932502564e-05,1.932502564e-05,1.932502564e-05,1.932502564e-05,1.932502564e-05,1.932502564e-05,1.932502564e-05,1.932502564e-05,1.932502564e-05,1.932502564e-05,1.932502564e-05,1.932502564e-05,5.930375121e-06
PYDXK_c,2.030473486e-06,3.0679020564e-05,4.244987506e-06,9.89721873e-07,2.3958773027e-05,1.0798821807e-05,3.703593363e-06,3.125631695e-06,3.305566648e-06,0.000534614083638,4.559248629e-06,1.115966212e-05,9.845325169e-05,1.115966213e-05,6.800927814e-06,9.9218242e-08
PYDXNO_c,2.030473486e-06,3.0679020564e-05,4.244987506e-06,9.89721873e-07,2.3958773027e-05,1.0798821807e-05,3.703593363e-06,3.125631695e-06,3.305566648e-06,0.000534614083638,4.559248629e-06,1.115966212e-05,9.845325169e-05,1.115966213e-05,6.800927814e-06,0.018442587183631
PYDXNtps_e,2.030473486e-06,3.0679020564e-05,4.244987506e-06,9.89721873e-07,2.3958773027e-05,1.0798821807e-05,3.703593363e-06,3.125631695e-06,3.305566648e-06,0.000534614083638,4.559248629e-06,1.115966212e-05,9.845325169e-05,1.115966213e-05,6.800927814e-06,9.9218242e-08
PYDXR_c,,,,,,,,,,,,,,,,-0.018442487965389
PYK_c,25.27056062131041,25.574068739895797,20.03531733305365,20.3144649400147,25.476207764795895,24.346704123693808,19.662379070466365,24.421723188655445,25.155188715038932,25.16997625310272,19.421849588874103,23.4799017667653,22.90859561142285,23.479901769105,23.687209767411037,4.052132450710475
PYRDC_c,24.944727126049347,21.550876819565836,20.82121584062804,10.246629032391525,21.215541351349064,21.07315363803877,19.041279104446406,23.93934937150693,24.64246493695233,20.18325126243136,18.63971241687727,22.05233935199347,21.86070983159743,22.05233935441032,22.55568932781679,4.025693732095675
RIBFLVt_c_e,0.000102778980176,0.000105142902489,0.000113677699678,0.000102434055095,0.000331851554671,0.000104305556509,0.000112136996749,0.00010325211223,0.000103313709988,0.000108619285996,0.00010353693706,0.00010855931938,0.000113609271785,0.000108559319388,0.000103649889293,3.5048765734e-05
RLFC2O_c,,,,,0.381127999514043,,,,,,,,,,,0.000770532791291
RNDR1_c,0.00023668253178,0.00023668253178,0.00023668253178,0.00023668253178,0.00023668253178,0.00023668253178,0.00023668253178,0.00023668253178,0.00023668253178,0.00023668253178,0.00023668253178,0.00023668253178,0.00023668253178,0.00023668253178,0.00023668253178,7.2632048426e-05
RNDR2_c,0.000159770964077,0.000159770964077,0.000159770964077,0.000159770964077,0.000159770964077,0.000159770964077,0.000159770964077,0.000159770964077,0.000159770964077,0.000159770964077,0.000159770964077,0.000159770964077,0.000159770964077,0.000159770964077,0.000159770964077,4.9029779733e-05
RNDR3_c,0.000396454174435,0.000396454174435,0.000396454174435,0.000396454174435,0.000396454174435,0.000396454174435,0.000396454174435,0.000396454174435,0.000396454174435,0.000396454174435,0.000396454174435,0.000396454174435,0.000396454174435,0.000396454174435,0.000396454174435,0.000121662036399
RPE_c,-0.016711360100642,-0.241576986047186,-0.551020190003772,-0.010592066267605,-0.094222538658786,-0.039518747990093,-0.460249039816975,-0.026804700149308,-0.028375093097952,-0.095084908280155,-0.613914458553419,-0.185195642931622,-0.542798409351936,-0.185195642952763,-0.03189849982099,-0.001496222715738
RPI_c,0.016711360100642,0.241576986047186,0.551020190003772,0.010592066267605,0.094222538658786,0.039518747990093,0.460249039816975,0.026804700149308,0.028375093097952,0.095084908280155,0.613914458553419,0.185195642931622,0.542798409351936,0.185195642952763,0.03189849982099,0.001496222715738
SACCD1_c,0.012395730866182,0.060664897348138,0.03497985060003,0.00542554780226,0.054072854427892,0.022987504087117,0.030001306782289,0.02277470440556,0.024181726948083,0.110580768881733,0.037867032487809,0.026773121186404,0.054082483521308,0.026773121191468,0.022111377822593,0.000906675615049
SACCD2_c,0.012395730866182,0.060664897348138,0.03497985060003,0.00542554780226,0.054072854427892,0.022987504087117,0.030001306782289,0.02277470440556,0.024181726948083,0.110580768881733,0.037867032487809,0.026773121186404,0.054082483521308,0.026773121191468,0.022111377822593,0.000906675615049
SADT_c,0.005399338820134,,0.010428256191504,0.002541566220012,0.024863677342817,0.017085222565417,0.009129633825875,0.009422300571666,0.009946899098912,,0.011139749051319,0.036337727180781,0.025417859537466,0.036337727274014,0.011924344197348,
SERPT_r,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,4.0336082843e-05
SERTRS_c,0.011145705158906,0.055470020367814,0.034660054375056,0.005336239923249,0.04907137304248,0.026355571536528,0.029806122314246,0.021155620465441,0.022370712897397,0.088923286729941,0.037691955883482,0.02897581370734,0.047589785312529,0.028975813711931,0.022567631512964,0.00082131992217
SERt_c_r,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,0.000131441235876,4.0336082843e-05
SERt_c_rm,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.001321449552289,0.000405520370063
SHCHD2_c,1.08199981e-07,5.08157918e-07,2.08976906e-07,5.0931684e-08,4.98255344e-07,3.42379099e-07,1.8295318e-07,1.88818072e-07,1.99330757e-07,1.040742375e-06,2.23234859e-07,7.28189419e-07,5.09360871e-07,7.28189421e-07,2.38957743e-07,2.156132e-09
SHCHF_c,1.08199981e-07,5.08157918e-07,2.08976906e-07,5.0931684e-08,4.98255344e-07,3.42379099e-07,1.8295318e-07,1.88818072e-07,1.99330757e-07,1.040742375e-06,2.23234859e-07,7.28189419e-07,5.09360871e-07,7.28189421e-07,2.38957743e-07,2.156132e-09
SHK3Di_c,0.014698477193149,0.069353222700626,1.547623288472424,0.006786088307137,0.067102962262105,0.039518747990093,1.287675424493609,0.026804700149308,0.028375093097952,0.130547237650779,0.042695778665466,0.439667008626374,0.472725158260096,0.439667008761987,0.03189849982099,0.001093317517513
