rxnid	kapp (1/s)
RXN-ATPASEP2e_c_FWD-YGL008C	6.470475118203656
RXN-G6PDH2i_c_FWD-YNL241C	58.0355656738552
RXN-FBA_c_FWD-YKL060C	6.069091552771773
RXN-ACACT40ir_m_FWD-YPL028W	0.8393471308684852
RXN-THRTRS_c_FWD-YIL078W	2.094064650158902
RXN-ACGAM6PS_c_FWD-YFL017C	3.8403975053942214
RXN-PGK_c_FWD-YCR012W	2.0380405451213623
RXN-VALTA_m_REV-YHR208W	1.5183502659341666
RXN-PPNDH_c_FWD-YNL316C	1.0573319336158478
RXN-AHSERL2_c_FWD-YLR303W	0.04290307032967204
RXN-TRDR_c_FWD-YDR353W	1.7030058880961303
RXN-CYSTGL_c_FWD-YAL012W	1.5628028412015929
RXN-GHMT2r_c_FWD-YLR058C	8.011672455765622
RXN-GLUTRS_c_FWD-GUS1ARC1	5.909843086422566
RXN-MDH_m_FWD-YKL085W	118.85066932908543
RXN-PDH_m_FWD-PDHCPLX	226.51423828143916
RXN-COAt_c_m_FWD-YHR002W	537.1054342317564
RXN-FUM_c_FWD-YPL262W_c	41.20151141372182
RXN-PRFGS_c_FWD-YGR061C	8.6497662538361
RXN-UPP3S_c_FWD-YOR278W	0.0005218428960019332
RXN-ALATA_L_m_REV-YLR089C	239.5030303612527
RXN-FE2t_c_e_FWD-YMR058W	1.9200050056263098
RXN-BPNT_c_FWD-YOL064C	89.08900711638314
RXN-HCITS_m_FWD-YDL131W	1.0695369442973792
RXN-ALAS_m_FWD-YDR232W	0.0013995157116457066
RXN-FE2t_c_m_FWD-YKR052C	0.000977884807069211
RXN-IPDDI_c_FWD-YPL117C	2.9871754640103
RXN-ACGAMPM_c_FWD-YEL058W	2.4677369191942873
RXN-3C3HMPt_c_m_REV-YKL120W	1.552478689675362
RXN-PRASCSi_c_FWD-YAR015W	0.2718486819483036
RXN-IPCS_g_FWD-KEI1AUR1	0.9440128513487523
RXN-PMEVK_c_FWD-YMR220W	2760.2364996992046
RXN-IG3PS_c_FWD-YBR248C	5.941368638725158
RXN-SERtps_e_REV-YDR105C	50.642678939446355
RXN-NADHq6_c_FWD-YMR145C	360.23604936503455
RXN-SACCD1_c_FWD-YNR050C	7.671892682028952
RXN-THRS_c_FWD-YCR053W	0.6128410335880895
RXN-HSERTA_c_FWD-YNL277W	24.29018210091586
RXN-SUCOAS_m_FWD-LSC12	184.21595795944393
RXN-PSSA_rm_FWD-YER026C	4.748914074979365
RXN-FECRq6_m_FWD-FECRq6CPLX	10946.93016909673
RXN-HICITD_m_FWD-YIL094C	4.298569124787148
RXN-PSD_mm_FWD-YNL169C	17.9247831313898
RXN-CTPS2_c_FWD-YJR103W	3.6943129701380064
RXN-OMPDC_c_FWD-YEL021W	6.914688775676131
RXN-MAN1PT_c_FWD-YDL055C	25.156036054239003
RXN-CYSTRS_c_FWD-YNL247W	9.735255919600315
RXN-ICDHy_c_FWD-YLR174W	114.49886485261317
RXN-AFAT_c_FWD-YDL045C	0.033019975128460693
RXN-ORNTACi_m_FWD-YMR062C	15.72203636602097
RXN-PTPAT_c_FWD-YGR277C	0.01714924789844078
RXN-PAILS_rm_FWD-YPR113W	1.4291136905164137
RXN-PYRDC_c_FWD-YLR044C	4.843031399297089
RXN-PPA_m_FWD-YMR267W	9285.520655917513
RXN-OCBT_c_FWD-YJL088W	28.70871232534733
RXN-NH4t_c_e_FWD-YNL142W	5915.042081832533
RXN-CHORM_c_FWD-YPR060C	6.290610710538259
RXN-ATPPRT_c_FWD-YER055C	0.6424711236309597
RXN-HMGCOAS_m_FWD-YML126C	0.5965706139688582
RXN-NADHq6_m_FWD-YML120C	1906.715508090731
RXN-DNMPPA_c_FWD-YDL100C	0.0006016497791413506
RXN-UMPK_c_FWD-YKL024C_c	0.5780807154388515
RXN-LNS14DMy_c_FWD-ERG11NCP1	1.5832466200779085
RXN-TRPTRS_c_FWD-YOL097C	8.480443177990937
RXN-ASAD_c_FWD-YDR158W	0.35192625621544027
RXN-PNTK_c_FWD-YDR531W	0.04661307796425326
RXN-LNSTLS_c_FWD-YHR072W	22.19981018724098
RXN-METTRS_c_FWD-MES1ARC1	17.69062786249558
RXN-C24STR_r_FWD-YGL012W	17.824001434292555
RXN-LEUTRS_c_FWD-YPL160W	6.3501906424271
RXN-NNATi_c_FWD-YLR328W_c	3.6586712432812054
RXN-GLNS_c_FWD-YPR035W	60.60572513226146
RXN-ANPRT_c_FWD-YDR354W	2.388317540517801
RXN-UAGDP_c_FWD-YDL103C	0.9446028901585833
RXN-ORNtpa_m_FWD-YOR130C	467.44357406526933
RXN-GF6PTA_c_FWD-YKL104C	0.3105897662185078
RXN-HCO3E_c_FWD-YNL036W	147.9840652892427
RXN-METS_c_FWD-YER091C	0.38175660340382367
RXN-NACt_c_e_FWD-YGR260W	9.90992112118891
RXN-DOLPMT_c_FWD-YPR183W	4.146499142215096
RXN-ICDHx_m_FWD-IDH12	105.71791644178222
RXN-GK1_c_FWD-YDR454C	0.5602712851177216
RXN-PYDXNtps_e_FWD-YGL186C	0.0016964087862578227
RXN-AKGDH_m_FWD-KGDCPLX	317.3956335781087
RXN-PHETRS_c_FWD-FRS12	1.0753515386970618
RXN-MDH_c_FWD-YOL126C	45.461635569453875
RXN-HISTP_c_FWD-YFR025C	32.828805218986226
RXN-PGI_c_FWD-YBR196C	3.215072858145113
RXN-HSDx_c_FWD-YJR139C	2.199610570897967
RXN-ALATRS_c_FWD-YOR335C	2.8707604636341912
RXN-MEVK1_c_FWD-YMR208W	212.42730258994266
RXN-ALDD2y_c_FWD-YPL061W	1.2903761699461156
RXN-PGCD_c_FWD-YIL074C	851.4233296755416
RXN-GLNTRS_c_FWD-YOR168W	1.2652591006369438
RXN-ASPTA_c_REV-YLR027C_c	72.83053894712921
RXN-ACCOAC_c_FWD-YNR016C	17.012396060777366
RXN-GARFT_c_FWD-YDR408C	3.9950116265213476
RXN-DHORTS_c_REV-YLR420W	10.043240919007236
RXN-NAMNPP_c_FWD-YOR209C	0.3524841234527148
RXN-SO3R_c_FWD-MET510	4.94156477302384
RXN-ARGSL_c_FWD-YHR018C	226.16617617060692
RXN-IPMD_c_FWD-YCL018W	0.8220879158461775
RXN-ACS_c_FWD-YLR153C	4.937863741489385
RXN-IPPS_m_FWD-YNL104C_m	0.4097299571761923
RXN-GLU5K_c_FWD-YDR300C	3.066249855470193
RXN-HSK_c_FWD-YHR025W	6.850273983851872
RXN-MAN6PI_c_REV-YER003C	9.954997045052787
RXN-CS_m_FWD-YNR001C	28.628473077198237
RXN-3DSPHR_r_FWD-YBR265W	7.538300177420981
RXN-PSERT_c_FWD-YOR184W	103.11313505994298
RXN-CYSTS_c_FWD-YGR155W	0.09121729218340446
RXN-SO4t_c_e_FWD-YBR294W	83.99459485953537
RXN-DHORDfum_c_FWD-YKL216W	23.359878418126268
RXN-ATPS_m_FWD-ATPSCPLX	211978.54161511303
