rxn	upper-bound
PROSYN-rt5611	0.00000000
PROSYN-rt5618	0.00000000
PROSYN-rt5622	0.00000000
PROSYN-rt5633_c	0.00000000
PROSYN-rt5633_m	0.00000000
PROSYN-rt5634	0.00000000
PROSYN-rt5646	0.00000000
PROSYN-rt5654_c	0.00000000
PROSYN-rt5654_m	0.00000000
PROSYN-rt5655	0.00000000
PROSYN-rt5669	0.00000000
PROSYN-rt5672	0.00000000
PROSYN-rt5681	0.00000000
PROSYN-rt5684	0.00000000
PROSYN-rt5693	0.00000000
PROSYN-rt5702	0.00000000
PROSYN-rt5713	0.00000000
PROSYN-rt5719	0.00000000
PROSYN-rt5724	0.00000000
PROSYN-rt5734	0.00000000
PROSYN-rt5740	0.00000000
PROSYN-rt5751	0.00000000
PROSYN-rt5758	0.00000000
PROSYN-rt5764	0.00000000
PROSYN-rt5771	0.00000000
PROSYN-rt5790	0.00000000
PROSYN-rt5791	0.00000000
PROSYN-rt5794	0.00000000
PROSYN-rt5802	0.00000000
PROSYN-rt5811	0.00000000
PROSYN-rt5813	0.00000000
PROSYN-rt5815	0.00000000
PROSYN-rt5817	0.00000000
PROSYN-rt5827	0.00000000
PROSYN-rt5828	0.00000000
PROSYN-rt5829	0.00000000
PROSYN-rt5845	0.00000000
PROSYN-rt5857	0.00000000
PROSYN-rt5861	0.00000000
PROSYN-rt5869_c	0.00000000
PROSYN-rt5869_n	0.00000000
PROSYN-rt5873	0.00000000
PROSYN-rt5877_m	0.00000000
PROSYN-rt5877_x	0.00000000
PROSYN-rt5879	0.00000000
PROSYN-rt5884	0.00000000
PROSYN-rt5888	0.00000000
PROSYN-rt5890	0.00000000
PROSYN-rt5891	0.00000000
PROSYN-rt5893	0.00000000
PROSYN-rt5909	0.00000000
PROSYN-rt5913_m	0.00000000
PROSYN-rt5913_x	0.00000000
PROSYN-rt5934	0.00000000
PROSYN-rt5941	0.00000000
PROSYN-rt5949	0.00000000
PROSYN-rt5966	0.00000000
PROSYN-rt5972	0.00000000
PROSYN-rt6000	0.00000000
PROSYN-rt6001	0.00000000
PROSYN-rt6009	0.00000000
PROSYN-rt6050	0.00000000
PROSYN-rt6068	0.00000000
PROSYN-rt6091	0.00000000
PROSYN-rt6095	0.00000000
PROSYN-rt6112	0.00000000
PROSYN-rt6131	0.00000000
PROSYN-rt6162	0.00000000
PROSYN-rt6173	0.00000000
PROSYN-rt6177	0.00000000
PROSYN-rt6186	0.00000000
PROSYN-rt6190	0.00000000
PROSYN-rt6191	0.00000000
PROSYN-rt6197	0.00000000
PROSYN-rt6199	0.00000000
PROSYN-rt6206	0.00000000
PROSYN-rt6208_c	0.00000000
PROSYN-rt6208_m	0.00000000
PROSYN-rt6217	0.00000000
PROSYN-rt6229_c	0.00000000
PROSYN-rt6229_n	0.00000000
PROSYN-rt6232	0.00000000
PROSYN-rt6234	0.00000000
PROSYN-rt6242_c	0.00000000
PROSYN-rt6242_m	0.00000000
PROSYN-rt6247	0.00000000
PROSYN-rt6249	0.00000000
PROSYN-rt6255	0.00000000
PROSYN-rt6258	0.00000000
PROSYN-rt6259	0.00000000
PROSYN-rt6294	0.00000000
PROSYN-rt6298	0.00000000
PROSYN-rt6341	0.00000000
PROSYN-rt6350	0.00000000
PROSYN-rt6356	0.00000000
PROSYN-rt6375	0.00000000
PROSYN-rt6386	0.00000000
PROSYN-rt6406_e	0.00000000
PROSYN-rt6406_v	0.00000000
PROSYN-rt6409	0.00000000
PROSYN-rt6418	0.00000000
PROSYN-rt6420	0.00000000
PROSYN-rt6434_c	0.00000000
PROSYN-rt6434_x	0.00000000
PROSYN-rt6435	0.00000000
PROSYN-rt6437	0.00000000
PROSYN-rt6458	0.00000000
PROSYN-rt6468	0.00000000
PROSYN-rt6471	0.00000000
PROSYN-rt6476	0.00000000
PROSYN-rt6481	0.00000000
PROSYN-rt6485	0.00000000
PROSYN-rt6488_m	0.00000000
PROSYN-rt6488_n	0.00000000
PROSYN-rt6498	0.00000000
PROSYN-rt6500	0.00000000
PROSYN-rt6501	0.00000000
PROSYN-rt6510	0.00000000
PROSYN-rt6512	0.00000000
PROSYN-rt6518	0.00000000
PROSYN-rt6543	0.00000000
PROSYN-rt6544	0.00000000
PROSYN-rt6546	0.00000000
PROSYN-rt6557	0.00000000
PROSYN-rt6574	0.00000000
PROSYN-rt6582	0.00000000
PROSYN-rt6588	0.00000000
PROSYN-rt6589	0.00000000
PROSYN-rt6592	0.00000000
PROSYN-rt6603	0.00000000
PROSYN-rt6611	0.00000000
PROSYN-rt6640	0.00000000
PROSYN-rt6644	0.00000000
PROSYN-rt6665	0.00000000
PROSYN-rt6669	0.00000000
PROSYN-rt6691	0.00000000
PROSYN-rt6692_c	0.00000000
PROSYN-rt6692_m	0.00000000
PROSYN-rt6698	0.00000000
PROSYN-rt6702	0.00000000
PROSYN-rt6718_en	0.00000000
PROSYN-rt6718_vm	0.00000000
PROSYN-rt6727	0.00000000
PROSYN-rt6741	0.00000000
PROSYN-rt6753	0.00000000
PROSYN-rt6761	0.00000000
PROSYN-rt6769	0.00000000
PROSYN-rt6785	0.00000000
PROSYN-rt6791	0.00000000
PROSYN-rt6799	0.00000000
PROSYN-rt6800_c	0.00000000
PROSYN-rt6800_r	0.00000000
PROSYN-rt6811	0.00000000
PROSYN-rt6812	0.00000000
PROSYN-rt6816	0.00000000
PROSYN-rt6820	0.00000000
PROSYN-rt6827	0.00000000
PROSYN-rt6850	0.00000000
PROSYN-rt6860	0.00000000
PROSYN-rt6863	0.00000000
PROSYN-rt6869	0.00000000
PROSYN-rt6872	0.00000000
PROSYN-rt6880	0.00000000
PROSYN-rt6884	0.00000000
PROSYN-rt6885	0.00000000
PROSYN-rt6899	0.00000000
PROSYN-rt6908	0.00000000
PROSYN-rt6915	0.00000000
PROSYN-rt6932	0.00000000
PROSYN-rt6937	0.00000000
PROSYN-rt6941	0.00000000
PROSYN-rt6946	0.00000000
PROSYN-rt6960	0.00000000
PROSYN-rt6971_c	0.00000000
PROSYN-rt6971_n	0.00000000
PROSYN-rt6971_x	0.00000000
PROSYN-rt6972_c	0.00000000
PROSYN-rt6972_en	0.00000000
PROSYN-rt6980	0.00000000
PROSYN-rt6983	0.00000000
PROSYN-rt6998	0.00000000
PROSYN-rt7001_c	0.00000000
PROSYN-rt7001_en	0.00000000
PROSYN-rt7036	0.00000000
PROSYN-rt7041	0.00000000
PROSYN-rt7049_c	0.00000000
PROSYN-rt7049_en	0.00000000
PROSYN-rt7050	0.00000000
PROSYN-rt7052	0.00000000
PROSYN-rt7055	0.00000000
PROSYN-rt7056	0.00000000
PROSYN-rt7057	0.00000000
PROSYN-rt7067	0.00000000
PROSYN-rt7068	0.00000000
PROSYN-rt7070	0.00000000
PROSYN-rt7081	0.00000000
PROSYN-rt7110	0.00000000
PROSYN-rt7114_c	0.00000000
PROSYN-rt7114_m	0.00000000
PROSYN-rt7115	0.00000000
PROSYN-rt7120	0.00000000
PROSYN-rt7128_c	0.00000000
PROSYN-rt7128_m	0.00000000
PROSYN-rt7131	0.00000000
PROSYN-rt7136	0.00000000
PROSYN-rt7138	0.00000000
PROSYN-rt7150	0.00000000
PROSYN-rt7165	0.00000000
PROSYN-rt7177_c	0.00000000
PROSYN-rt7177_en	0.00000000
PROSYN-rt7188	0.00000000
PROSYN-rt7201	0.00000000
PROSYN-rt7207_l	0.00000000
PROSYN-rt7207_m	0.00000000
PROSYN-rt7207_rm	0.00000000
PROSYN-rt7216	0.00000000
PROSYN-rt7217	0.00000000
PROSYN-rt7221	0.00000000
PROSYN-rt7226	0.00000000
PROSYN-rt7263_c	0.00000000
PROSYN-rt7263_x	0.00000000
PROSYN-rt7285	0.00000000
PROSYN-rt7295	0.00000000
PROSYN-rt7311	0.00000000
PROSYN-rt7313	0.00000000
PROSYN-rt7317	0.00000000
PROSYN-rt7325	0.00000000
PROSYN-rt7326	0.00000000
PROSYN-rt7329	0.00000000
PROSYN-rt7337	0.00000000
PROSYN-rt7338	0.00000000
PROSYN-rt7344	0.00000000
PROSYN-rt7345	0.00000000
PROSYN-rt7353	0.00000000
PROSYN-rt7368	0.00000000
PROSYN-rt7373	0.00000000
PROSYN-rt7376	0.00000000
PROSYN-rt7380	0.00000000
PROSYN-rt7383	0.00000000
PROSYN-rt7388	0.00000000
PROSYN-rt7390	0.00000000
PROSYN-rt7391	0.00000000
PROSYN-rt7394	0.00000000
PROSYN-rt7405	0.00000000
PROSYN-rt7415_m	0.00000000
PROSYN-rt7415_x	0.00000000
PROSYN-rt7423	0.00000000
PROSYN-rt7437	0.00000000
PROSYN-rt7438	0.00000000
PROSYN-rt7439	0.00000000
PROSYN-rt7460	0.00000000
PROSYN-rt7461	0.00000000
PROSYN-rt7471	0.00000000
PROSYN-rt7477	0.00000000
PROSYN-rt7480	0.00000000
PROSYN-rt7489_m	0.00000000
PROSYN-rt7489_r	0.00000000
PROSYN-rt7496	0.00000000
PROSYN-rt7506	0.00000000
PROSYN-rt7511	0.00000000
PROSYN-rt7512	0.00000000
PROSYN-rt7532_c	0.00000000
PROSYN-rt7532_n	0.00000000
PROSYN-rt7537	0.00000000
PROSYN-rt7540_c	0.00000000
PROSYN-rt7540_m	0.00000000
PROSYN-rt7555	0.00000000
PROSYN-rt7571	0.00000000
PROSYN-rt7574	0.00000000
PROSYN-rt7579	0.00000000
PROSYN-rt7589	0.00000000
PROSYN-rt7594	0.00000000
PROSYN-rt7595	0.00000000
PROSYN-rt7599	0.00000000
PROSYN-rt7605	0.00000000
PROSYN-rt7614	0.00000000
PROSYN-rt7616	0.00000000
PROSYN-rt7623	0.00000000
PROSYN-rt7624	0.00000000
PROSYN-rt7626	0.00000000
PROSYN-rt7643	0.00000000
PROSYN-rt7648	0.00000000
PROSYN-rt7651_c	0.00000000
PROSYN-rt7651_n	0.00000000
PROSYN-rt7651_x	0.00000000
PROSYN-rt7662	0.00000000
PROSYN-rt7669	0.00000000
PROSYN-rt7678	0.00000000
PROSYN-rt7680	0.00000000
PROSYN-rt7697	0.00000000
PROSYN-rt7720	0.00000000
PROSYN-rt7726	0.00000000
PROSYN-rt7760	0.00000000
PROSYN-rt7761	0.00000000
PROSYN-rt7776	0.00000000
PROSYN-rt7777	0.00000000
PROSYN-rt7813	0.00000000
PROSYN-rt7814	0.00000000
PROSYN-rt7817	0.00000000
PROSYN-rt7819	0.00000000
PROSYN-rt7825	0.00000000
PROSYN-rt7828	0.00000000
PROSYN-rt7829	0.00000000
PROSYN-rt7835	0.00000000
PROSYN-rt7838	0.00000000
PROSYN-rt7840	0.00000000
PROSYN-rt7845	0.00000000
PROSYN-rt7857	0.00000000
PROSYN-rt7872	0.00000000
PROSYN-rt7873	0.00000000
PROSYN-rt7877	0.00000000
PROSYN-rt7896	0.00000000
PROSYN-rt7899	0.00000000
PROSYN-rt7905	0.00000000
PROSYN-rt7907	0.00000000
PROSYN-rt7908_c	0.00000000
PROSYN-rt7908_m	0.00000000
PROSYN-rt7910	0.00000000
PROSYN-rt7912	0.00000000
PROSYN-rt7913	0.00000000
PROSYN-rt7916_c	0.00000000
PROSYN-rt7916_x	0.00000000
PROSYN-rt7917	0.00000000
PROSYN-rt7919	0.00000000
PROSYN-rt7922	0.00000000
PROSYN-rt7955_c	0.00000000
PROSYN-rt7955_m	0.00000000
PROSYN-rt7962_c	0.00000000
PROSYN-rt7962_DKMPPH_c	0.00000000
PROSYN-rt7991	0.00000000
PROSYN-rt8001	0.00000000
PROSYN-rt8029	0.00000000
PROSYN-rt8036_c	0.00000000
PROSYN-rt8036_m	0.00000000
PROSYN-rt8047	0.00000000
PROSYN-rt8055	0.00000000
PROSYN-rt8084	0.00000000
PROSYN-rt8085	0.00000000
PROSYN-rt8092_l	0.00000000
PROSYN-rt8092_rm	0.00000000
PROSYN-rt8106	0.00000000
PROSYN-rt8107	0.00000000
PROSYN-rt8109	0.00000000
PROSYN-rt8116	0.00000000
PROSYN-rt8131	0.00000000
PROSYN-rt8135	0.00000000
PROSYN-rt8137	0.00000000
PROSYN-rt8139	0.00000000
PROSYN-rt8143	0.00000000
PROSYN-rt8147	0.00000000
PROSYN-rt8149	0.00000000
PROSYN-rt8152	0.00000000
PROSYN-rt8154	0.00000000
PROSYN-rt8160_c	0.00000000
PROSYN-rt8160_m	0.00000000
PROSYN-rt8174	0.00000000
PROSYN-rt8181	0.00000000
PROSYN-rt8184	0.00000000
PROSYN-rt8196	0.00000000
PROSYN-rt8212	0.00000000
PROSYN-rt8213	0.00000000
PROSYN-rt8214	0.00000000
PROSYN-rt8223	0.00000000
PROSYN-rt8224	0.00000000
PROSYN-rt8239	0.00000000
PROSYN-rt8250	0.00000000
PROSYN-rt8251	0.00000000
PROSYN-rt8255	0.00000000
PROSYN-rt8262	0.00000000
PROSYN-rt8267_c	0.00000000
PROSYN-rt8267_x	0.00000000
PROSYN-rt8268	0.00000000
PROSYN-rt8272	0.00000000
PROSYN-rt8273	0.00000000
PROSYN-rt8275	0.00000000
PROSYN-rt8287	0.00000000
PROSYN-rt8291	0.00000000
PROSYN-rt8298	0.00000000
PROSYN-rt8313	0.00000000
PROSYN-rt8327	0.00000000
PROSYN-rt8345	0.00000000
PROSYN-rt8348	0.00000000
PROSYN-rt8349	0.00000000
PROSYN-rt8357	0.00000000
PROSYN-rt8364	0.00000000
PROSYN-rt8370	0.00000000
PROSYN-rt8374	0.00000000
PROSYN-rt8378	0.00000000
PROSYN-rt8390	0.00000000
PROSYN-rt8393	0.00000000
PROSYN-rt8407	0.00000000
PROSYN-rt8421	0.00000000
PROSYN-rt8431	0.00000000
PROSYN-rt8446	0.00000000
PROSYN-rt8465	0.00000000
PROSYN-rt8468	0.00000000
PROSYN-rt8469	0.00000000
PROSYN-rt8482	0.00000000
PROSYN-rtmATP9	0.00000000
PROSYN-rtmCOX1	0.00000000
PROSYN-rtmCOX2	0.00000000
PROSYN-rtmCOX3	0.00000000
PROSYN-rt8483	0.00000000
PROSYN-rt8484	0.00000000
PROSYN-rt8486	0.00000000
PROSYN-rt8487	0.00000000
PROSYN-rt8488	0.00000000
PROSYN-rtmCOB	0.00000000
PROSYN-rtmNAD1	0.00000000
PROSYN-rtmNAD2	0.00000000
PROSYN-rtmNAD3	0.00000000
PROSYN-rtmNAD4	0.00000000
PROSYN-rtmNAD4L	0.00000000
PROSYN-rtmNAD5	0.00000000
PROSYN-rtmNAD6	0.00000000
PROSYN-rtmATP6	0.00000000
PROSYN-rtmATP8	0.00000000
PROSYN-rt8485	0.00000000
PROSYN-ASC1	0.00000000
PROSYN-RPL10	0.00000000
PROSYN-RPL11A	0.00000000
PROSYN-RPL12A	0.00000000
PROSYN-RPL13A	0.00000000
PROSYN-RPL14A	0.00000000
PROSYN-RPL14B	0.00000000
PROSYN-RPL15A	0.00000000
PROSYN-RPL16A	0.00000000
PROSYN-RPL17A	0.00000000
PROSYN-RPL18A	0.00000000
PROSYN-RPL19A	0.00000000
PROSYN-RPL1A	0.00000000
PROSYN-RPL20A	0.00000000
PROSYN-RPL21A	0.00000000
PROSYN-RPL21B	0.00000000
PROSYN-RPL22A	0.00000000
PROSYN-RPL23A	0.00000000
PROSYN-RPL24A	0.00000000
PROSYN-RPL25	0.00000000
PROSYN-RPL26A	0.00000000
PROSYN-RPL27A	0.00000000
PROSYN-RPL28	0.00000000
PROSYN-RPL29	0.00000000
PROSYN-RPL3	0.00000000
PROSYN-RPL30	0.00000000
PROSYN-RPL31A	0.00000000
PROSYN-RPL32	0.00000000
PROSYN-RPL33A	0.00000000
PROSYN-RPL34A	0.00000000
PROSYN-RPL35A	0.00000000
PROSYN-RPL36A	0.00000000
PROSYN-RPL37A	0.00000000
PROSYN-RPL38	0.00000000
PROSYN-RPL39	0.00000000
PROSYN-RPL40A	0.00000000
PROSYN-RPL41A	0.00000000
PROSYN-RPL42A	0.00000000
PROSYN-RPL43A	0.00000000
PROSYN-RPL4A	0.00000000
PROSYN-RPL5	0.00000000
PROSYN-RPL6A	0.00000000
PROSYN-RPL7A	0.00000000
PROSYN-RPL8A	0.00000000
PROSYN-RPL8B	0.00000000
PROSYN-RPL9A	0.00000000
PROSYN-RPP0	0.00000000
PROSYN-RPP1A	0.00000000
PROSYN-RPP2A	0.00000000
PROSYN-RPS0A	0.00000000
PROSYN-RPS10A	0.00000000
PROSYN-RPS11A	0.00000000
PROSYN-RPS12	0.00000000
PROSYN-RPS13	0.00000000
PROSYN-RPS14A	0.00000000
PROSYN-RPS15	0.00000000
PROSYN-RPS16A	0.00000000
PROSYN-RPS17A	0.00000000
PROSYN-RPS18A	0.00000000
PROSYN-RPS19A	0.00000000
PROSYN-RPS1A	0.00000000
PROSYN-RPS2	0.00000000
PROSYN-RPS20	0.00000000
PROSYN-RPS21A	0.00000000
PROSYN-RPS22A	0.00000000
PROSYN-RPS23A	0.00000000
PROSYN-RPS23B	0.00000000
PROSYN-RPS24A	0.00000000
PROSYN-RPS25A	0.00000000
PROSYN-RPS26A	0.00000000
PROSYN-RPS27A	0.00000000
PROSYN-RPS28A	0.00000000
PROSYN-RPS29A	0.00000000
PROSYN-RPS3	0.00000000
PROSYN-RPS30A	0.00000000
PROSYN-RPS31	0.00000000
PROSYN-RPS4A	0.00000000
PROSYN-RPS5	0.00000000
PROSYN-RPS6A	0.00000000
PROSYN-RPS7A	0.00000000
PROSYN-RPS8A	0.00000000
PROSYN-RPS9A	0.00000000
PROSYN-FYV4	0.00000000
PROSYN-IMG1	0.00000000
PROSYN-IMG2	0.00000000
PROSYN-MHR1	0.00000000
PROSYN-MNP1	0.00000000
PROSYN-MRP1	0.00000000
PROSYN-MRP10	0.00000000
PROSYN-MRP13	0.00000000
PROSYN-MRP17	0.00000000
PROSYN-MRP2	0.00000000
PROSYN-MRP20	0.00000000
PROSYN-MRP21	0.00000000
PROSYN-MRP4	0.00000000
PROSYN-MRP49	0.00000000
PROSYN-MRP51	0.00000000
PROSYN-MRP7	0.00000000
PROSYN-MRPL1	0.00000000
PROSYN-MRPL10	0.00000000
PROSYN-MRPL11	0.00000000
PROSYN-MRPL13	0.00000000
PROSYN-MRPL15	0.00000000
PROSYN-MRPL16	0.00000000
PROSYN-MRPL17	0.00000000
PROSYN-MRPL19	0.00000000
PROSYN-MRPL20	0.00000000
PROSYN-MRPL22	0.00000000
PROSYN-MRPL23	0.00000000
PROSYN-MRPL24	0.00000000
PROSYN-MRPL25	0.00000000
PROSYN-MRPL27	0.00000000
PROSYN-MRPL28	0.00000000
PROSYN-MRPL3	0.00000000
PROSYN-MRPL31	0.00000000
PROSYN-MRPL32	0.00000000
PROSYN-MRPL33	0.00000000
PROSYN-MRPL35	0.00000000
PROSYN-MRPL36	0.00000000
PROSYN-MRPL37	0.00000000
PROSYN-MRPL38	0.00000000
PROSYN-MRPL39	0.00000000
PROSYN-MRPL4	0.00000000
PROSYN-MRPL40	0.00000000
PROSYN-MRPL44	0.00000000
PROSYN-MRPL49	0.00000000
PROSYN-MRPL50	0.00000000
PROSYN-MRPL51	0.00000000
PROSYN-MRPL6	0.00000000
PROSYN-MRPL7	0.00000000
PROSYN-MRPL9	0.00000000
PROSYN-MRPS16	0.00000000
PROSYN-MRPS17	0.00000000
PROSYN-MRPS18	0.00000000
PROSYN-MRPS28	0.00000000
PROSYN-MRPS35	0.00000000
PROSYN-MRPS5	0.00000000
PROSYN-MRPS8	0.00000000
PROSYN-MRPS9	0.00000000
PROSYN-MRX14	0.00000000
PROSYN-NAM9	0.00000000
PROSYN-PET123	0.00000000
PROSYN-RML2	0.00000000
PROSYN-RSM10	0.00000000
PROSYN-RSM18	0.00000000
PROSYN-RSM23	0.00000000
PROSYN-RSM24	0.00000000
PROSYN-RSM26	0.00000000
PROSYN-RSM27	0.00000000
PROSYN-RSM28	0.00000000
PROSYN-RSM7	0.00000000
PROSYN-RTC6	0.00000000
PROSYN-SWS2	0.00000000
PROSYN-VAR1	0.00000000
PROSYN-YML6	0.00000000
PROSYN-PROTDUMMY	0.00000000
PROSYN-PROTDUMMYUNIDENTIFIED	0.00000000
