rxn	kapp_old	kapp_slack_ub	kapp_slack_lb
RXN-13GS_c_FWD-GSC1RHO1	107195.579315301990000	9.972005895126225	0.000000000000000
RXN-AATA_c_FWD-YJL060W	20023.419265829165000	2.660907498382445	0.000000000000000
RXN-IPPMIb_c_REV-YGL009C	17641.445749930168000	2.481519102894547	0.000000000000000
RXN-HCITR_m_FWD-YDR234W	20023.419265829165000	2.660907498382445	0.000000000000000
RXN-OMCDC_c_FWD-YJR148W	36972.467793364835000	2.481519102894547	0.000000000000000
RXN-IPPMIa_c_REV-YGL009C	17641.445749930168000	2.481519102894547	0.000000000000000
RXN-IPMD_c_FWD-YCL018W	4366.996355825598000	2.481519102894547	0.000000000000000
RXN-PRFGS_c_FWD-YGR061C	31198.284229360415000	0.892492704673196	0.000000000000000
RXN-ALAS_m_FWD-YDR232W	4.178808404026062	0.000181446269878	0.000000000000000
RXN-KARA1i_m_FWD-YLR355C	2698.845726893688600	4.740232888626934	0.000000000000000
RXN-ACACT40ir_m_FWD-YPL028W	3021.649671126248400	2.332875460323790	0.000000000000000
RXN-ACS_c_FWD-YLR153C	16183.448951557173000	13.532951833091937	0.000000000000000
RXN-STATg181_rm_FWD-YCR048W	20023.419265829165000	0.021275276123063	0.000000000000000
RXN-STATg161_rm_FWD-YCR048W	20023.419265829165000	0.057979171209448	0.000000000000000
RXN-ADNK1_c_FWD-YJR105W	3603.950973940365700	1.289520278880711	0.000000000000000
RXN-AHCi_c_FWD-YER043C	59.875236619042050	1.289520278880711	0.000000000000000
RXN-ADSL2i_c_FWD-YLR359W	14087.975859116445000	0.892492704673196	0.000000000000000
RXN-ADSL1r_c_FWD-YLR359W	14087.975859116445000	1.114706284617754	0.000000000000000
RXN-ADSS_c_FWD-YNL220W	7085.109439867179000	1.114706284617754	0.000000000000000
RXN-ADSK_c_FWD-YKL001C	2149.313213789288500	0.840585160382086	0.000000000000000
RXN-ALATRS_c_FWD-YOR335C	11663.110120354277000	2.532247596938813	0.000000000000000
RXN-ALDD2y_c_FWD-YPL061W	4645.354211830542000	12.692366672709850	0.000000000000000
RXN-ANPRT_c_FWD-YDR354W	5340.418259055018000	0.294176283664332	0.000000000000000
RXN-ARGTRS_c_FWD-YDR341C	16348.211634943702000	1.415238930154244	0.000000000000000
RXN-ASNS1_c_FWD-YGR124W	6243.182295381730000	2.053077590868683	0.000000000000000
RXN-ASNTRS_c_FWD-YHR019C	2981.556663181612700	2.053077590868683	0.000000000000000
RXN-ASPCT_c_FWD-YJL130C	20023.419265829165000	0.874798395613795	0.000000000000000
RXN-ASAD_c_FWD-YDR158W	1127.252172013106000	5.051306182356362	0.000000000000000
RXN-ASPTRS_c_FWD-YLL018C	10693.877766208061000	2.838105056268271	0.000000000000000
RXN-ATPPRT_c_FWD-YER055C	1116.113069862214000	0.633537297741931	0.000000000000000
RXN-C3STDH2_c_FWD-YGL001C	4458.361749939578000	0.388807710899971	0.000000000000000
RXN-C3STDH1_c_FWD-YGL001C	4458.361749939578000	0.388807710899971	0.000000000000000
RXN-C3STKR1_c_FWD-YLR100W	12945.953203033520000	0.388807710899971	0.000000000000000
RXN-C3STKR2_c_FWD-YLR100W	12945.953203033520000	0.388807710899971	0.000000000000000
RXN-C4STMO1_c_FWD-YGR060W	25290.553284955993000	0.388807710899971	0.000000000000000
RXN-C4STMO2_c_FWD-YGR060W	25290.553284955993000	0.388807710899971	0.000000000000000
RXN-C4STMO3_c_FWD-YGR060W	25290.553284955993000	0.388807710899971	0.000000000000000
RXN-C4STMO4_c_FWD-YGR060W	25290.553284955993000	0.388807710899971	0.000000000000000
RXN-C24STR_r_FWD-YGL012W	64166.405214530280000	0.388807710899971	0.000000000000000
RXN-CERH124B_r_FWD-YMR272C	20023.419265829165000	0.004478251824885	0.000000000000000
RXN-CERH126B_r_FWD-YMR272C	20023.419265829165000	0.022391259124427	0.000000000000000
RXN-CERH324_r_FWD-YMR272C	20023.419265829165000	0.004478251824885	0.000000000000000
RXN-CERH326_r_FWD-YMR272C	20023.419265829165000	0.004478251824885	0.000000000000000
