"ME1_m"	 0.000000000000000E+00	 6.896125190091775E+04
"ME2_m"	 2.685820469379937E+05	 0.000000000000000E+00
"METB1_c"	 9.999978395424320E-05	 0.000000000000000E+00
"METS_c"	 0.000000000000000E+00	 1.106363181791766E+05
"MEVK1_c"	 7.798231998640250E+01	 0.000000000000000E+00
"MI1PP_c"	 4.186823302631059E+00	 0.000000000000000E+00
"MTHFC_c"	 3.040738368773356E+05	 0.000000000000000E+00
"MTHFC_m"	 0.000000000000000E+00	 2.790641786609038E+05
"MTHFD2i_c"	 9.999999999999999E-05	 0.000000000000000E+00
"MTHFD_c"	 3.023622776579548E+05	 0.000000000000000E+00
"MTHFD_m"	 0.000000000000000E+00	 2.790641786598510E+05
"MTHFR3_c"	 0.000000000000000E+00	 1.106363181791766E+05
"NADHq6_c"	 4.040839956141922E+03	 0.000000000000000E+00
"NDPK2_c"	 0.000000000000000E+00	 4.724069099467386E+00
"NDPK3_c"	 1.819433307855450E+01	 0.000000000000000E+00
"NDPK4_c"	 6.764161277328959E-01	 0.000000000000000E+00
"NDPK5_c"	 4.564378519267328E-01	 0.000000000000000E+00
"NDPK6_c"	 1.545044110838366E+00	 0.000000000000000E+00
"NDPK7_c"	 4.564384530179506E-01	 0.000000000000000E+00
"NH4t_c_e"	 0.000000000000000E+00	 2.135442620691771E+04
"NH4t_c_m"	 1.838820364818428E+05	 0.000000000000000E+00
"O2t_c_e"	 0.000000000000000E+00	 1.529406114866697E+02
"O2t_c_m"	 8.748095434502808E+04	 0.000000000000000E+00
"OAAtps_m"	 5.071450332765405E+02	 0.000000000000000E+00
"OCBT_c"	 0.000000000000000E+00	 9.927049079314273E+03
"OMCDC_c"	 1.475694964219076E+02	 0.000000000000000E+00
"OMPDC_c"	 4.233132985928125E+01	 0.000000000000000E+00
"ORNTACi_m"	 0.000000000000000E+00	 9.727363247184632E+03
"ORNTA_c"	 2.155482867920406E+01	 0.000000000000000E+00
"ORNtpa_m"	 0.000000000000000E+00	 9.727363247184632E+03
"ORPT_c"	 1.343204071786523E+02	 0.000000000000000E+00
"P5CR_c"	 2.218757000629417E+01	 0.000000000000000E+00
"PC_c"	 0.000000000000000E+00	 1.598706176585317E+05
"PDH_m"	 2.540577418039916E+05	 0.000000000000000E+00
"PFK_c"	 1.302102656620864E+03	 0.000000000000000E+00
"PGCD_c"	 1.665791123191921E+03	 0.000000000000000E+00
"PGI_c"	 0.000000000000000E+00	 1.188574567956173E+03
"PGL_c"	 6.832834096189373E+02	 0.000000000000000E+00
"PGMT_c"	 0.000000000000000E+00	 4.495439281891089E+01
"PHETA1_c"	 2.561079990929274E+04	 0.000000000000000E+00
"PItps_e"	 3.343111662603936E+04	 0.000000000000000E+00
