index	prosynSlack(% higher/lower than measured value)
rt3670	100.000000000000000
rt7390	100.000000000000000
rt8029	100.000000000000000
RPL11A	28.613736620040985
RPL13A	43.128640332227010
RPL14A	100.000000000000000
RPL15A	100.000000000000000
RPL3	8.174080255711102
RPL30	4.206991849807196
RPL35A	5.869128657943412
RPL37A	77.271838491347960
RPL42A	35.738162782857640
RPS13	18.569550268157144
RPS17A	80.628037106813790
RPS21A	100.000000000000000
RPS23A	100.000000000000000
RPS24A	12.967504345368875
RPS31	59.002961091568000
RPS6A	34.198038052860014
